publication_id,no_publisher,no_location,number_of_volumes,number_of_pages,illustrated,known_reprints,notes
-418694046,0,0,1,0,no,0,
-418580949,0,0,1,0,yes,0,
-418173737,0,0,1,0,no,0,
-417895159,0,0,1,0,no,0,
-417759815,0,0,1,0,no,0,
-417747850,0,0,1,0,no,0,
-417659309,0,0,1,0,no,0,
-417616587,0,0,1,0,yes,0,
-417506055,0,0,1,0,no,0,
-416977726,0,0,1,0,yes,0,
-416281184,0,0,1,0,no,0,
-415376188,0,0,1,0,no,0,
-415244557,0,0,1,0,no,0,
-414888722,0,0,1,0,no,0,
-414871006,0,0,1,0,no,0,
-414336693,0,0,1,0,yes,0,
-414313029,0,0,1,0,yes,0,
-414045943,0,0,1,0,unknown,,
-412832115,0,0,1,0,no,0,0
-412323817,0,0,1,0,no,0,
-412306592,0,0,1,0,no,0,
-411904550,0,0,1,0,yes,0,
-410892135,0,0,1,0,unknown,0,Large print edition
-410559694,0,0,1,0,no,0,
-410276900,0,0,1,0,no,0,
-410226056,0,0,1,0,,0,
-409903141,0,0,1,0,yes,0,
-409859544,0,0,1,0,no,0,
-409709914,0,1,1,0,no,0,
-409509727,0,0,1,0,no,0,Volume also contains three other novels by different authors
-409179844,0,0,1,0,no,0,0
-408765781,0,0,3,0,no,0,
-408642409,0,0,1,0,no,0,
-406679724,0,0,1,0,no,0,
-406617498,0,0,1,0,no,0,
-406132877,0,0,1,0,no,0,
-405895290,0,0,1,0,no,0,
-405716270,0,0,1,0,no,0,
-404491326,0,0,1,0,yes,0,
-404031622,0,0,1,0,no,0,
-403859979,0,0,1,0,no,0,
-402374625,0,0,1,0,yes,0,Illustrated by Alfred E. Kerr
-402155120,0,0,1,0,no,0,
-402104627,0,0,1,0,,0,
-401808757,0,0,1,0,no,0,
-401780356,0,0,1,0,no,0,
-400675398,0,0,1,0,,0,
-400595358,0,0,2,0,no,0,
-400546852,0,0,1,0,no,0,0
-399855563,0,0,1,0,yes,0,
-399766751,0,0,1,0,yes,0,
-399753734,0,0,1,0,no,0,
-399181650,0,0,1,0,no,0,
-399162953,0,0,1,0,no,0,
-399147833,0,0,1,0,no,0,
-398668024,0,0,1,0,yes,0,
-398564339,0,0,1,0,no,0,
-398503010,0,0,1,0,no,0,
-398141136,0,0,1,0,yes,0,
-398014140,0,0,1,0,no,0,
-397699421,1,1,1,0,unknown,0,
-397457251,0,0,1,0,no,0,
-397350654,0,0,1,0,no,0,
-397232777,0,0,1,0,yes,0,
-397205321,0,0,1,0,yes,0,
-396910914,0,0,1,0,no,0,
-396791778,0,0,1,0,yes,0,"""Limited edition of 4000 copies"". For Amnesty International Irish Section."
-396787619,0,0,1,0,no,0,
-396189455,0,0,1,0,yes,0,
-396128424,0,0,3,0,no,0,
-395729676,0,0,1,0,yes,0,
-395624164,0,0,1,0,no,0,
-395400965,0,0,4,0,no,0,
-395262887,0,0,1,0,no,0,
-394736716,0,0,1,0,no,0,
-394131550,0,0,1,0,yes,0,
-393968154,0,0,1,0,no,0,0
-393606688,0,0,1,0,no,0,
-393569156,0,0,1,0,no,0,
-393540635,0,0,1,0,yes,0,
-393507452,0,0,1,0,no,0,
-393306535,0,0,1,0,yes,0,
-392877764,0,0,0,0,no,0,
-391765817,0,0,6,0,no,0,
-391539237,0,0,1,0,yes,0,
-391295829,0,0,1,0,no,0,
-390824109,0,0,1,0,no,0,
-390484369,0,1,1,0,no,0,
-390254109,0,0,1,0,no,0,0
-390222267,1,0,1,0,no,0,
-389896472,0,0,1,0,no,0,0
-389739855,0,0,1,0,no,0,
-389543472,0,0,1,0,yes,0,
-389369523,0,0,1,0,no,0,
-389360173,0,0,1,0,no,0,0
-388573167,0,0,1,0,no,0,
-388280317,0,0,1,0,no,0,
-387193936,0,0,1,0,no,0,
-386681941,0,0,1,0,no,0,
-386618241,0,0,1,0,yes,0,
-386532403,0,0,1,0,no,0,
-386282946,0,0,1,0,no,0,
-386040778,0,0,1,0,no,0,
-385805104,0,0,1,0,no,0,
-385440136,0,0,1,0,,0,
-385433508,0,0,1,0,no,0,
-384793758,0,0,1,0,,0,
-383942580,0,0,1,0,yes,0,Volume in Lucinda Jacob's Toddler Trilogy
-383484617,0,0,1,0,no,0,
-383286545,0,0,1,0,no,0,0
-383210189,0,0,1,0,no,0,
-383045250,0,0,2,0,no,0,
-382918521,0,0,1,0,no,0,
-382286643,0,0,1,0,no,0,
-382134731,0,0,1,0,no,0,
-381965449,0,0,1,0,no,0,
-381732014,0,0,1,0,yes,0,
-381705747,0,0,2,0,yes,0,
-381642015,0,1,1,0,unknown,0,
-381374462,0,0,1,0,yes,0,
-380112590,0,0,1,0,yes,0,"""Illustrated by T. Myler"
-379855142,0,0,1,0,no,0,
-379306045,0,0,1,0,no,0,
-378627047,0,0,1,0,no,0,
-378249620,0,0,1,0,,0,
-377749056,0,0,1,0,no,0,
-377286774,0,0,1,0,no,0,
-376886930,0,0,1,0,yes,0,
-376706811,0,0,1,0,no,0,
-376639474,0,0,1,0,yes,0,
-376140276,0,0,1,0,no,0,
-375987186,0,0,1,0,yes,0,Drawings by Zé. Co-written with Anna Haycraft.
-375356988,0,0,1,0,no,0,
-374773979,0,0,1,0,unknown,0,
-374639381,0,0,1,0,yes,0,
-373833411,0,0,1,0,no,0,
-373005954,0,0,1,0,no,0,
-372900512,0,0,1,0,yes,0,
-372735302,0,0,1,0,yes,0,
-372330233,0,0,1,0,yes,0,
-371884701,0,0,1,0,no,0,
-371808105,0,0,1,0,no,0,
-371543555,0,0,1,0,no,0,
-371409743,0,0,1,0,yes,0,
-371393673,0,0,1,0,no,0,
-370972174,0,0,1,0,no,0,
-370636493,0,0,1,0,no,0,
-370081585,0,0,1,0,no,0,
-369908139,0,0,1,0,no,0,
-369754493,0,0,1,0,no,0,
-369622777,0,0,1,0,,,Copac
-369449194,0,0,3,0,no,0,
-369415241,0,0,1,0,yes,0,
-369205478,0,0,1,0,unknown,0,
-368896867,0,0,1,0,unknown,0,
-368112977,0,0,1,0,no,0,
-367935567,0,0,1,0,unknown,0,
-367919144,0,0,1,0,no,0,
-367712403,0,0,1,0,yes,0,
-367693352,0,0,1,0,no,0,
-367576037,0,0,1,0,no,0,
-367492037,0,0,1,0,no,0,
-366681924,0,0,1,0,yes,0,
-366370764,0,0,1,0,no,0,
-365805064,0,0,1,0,no,0,
-364890014,0,0,1,0,no,0,
-364853843,0,0,1,0,no,0,0
-364815445,0,0,1,0,no,0,
-364492926,0,0,1,0,no,0,
-363985047,0,0,1,0,no,0,
-362876342,0,0,1,0,,0,
-362870137,0,0,1,0,no,0,
-362648095,0,0,1,0,no,0,
-362495982,0,0,1,0,unknown,0,
-362301210,0,0,1,0,no,0,
-361885583,0,0,3,0,no,0,
-361694818,0,0,1,0,no,0,
-361572839,0,0,1,0,yes,0,
-360564720,0,0,1,0,no,0,
-360486008,0,0,1,0,yes,0,
-360452485,0,0,1,0,,0,
-360338587,0,0,1,0,no,0,
-360125645,0,0,1,0,yes,0,
-359935027,0,0,1,0,no,0,
-359698903,0,0,1,0,no,0,
-359419299,0,0,1,0,no,0,
-359339667,0,0,1,0,unknown,0,
-359125027,0,0,1,0,no,0,
-358468489,0,0,,,-1,0,
-357852256,0,0,1,0,yes,0,
-357815357,0,0,1,0,no,0,Translated from the Spanish - original author Julio Cortazar
-357269110,0,0,1,0,no,0,
-357033104,0,0,1,0,no,0,
-356871205,0,0,1,0,no,0,
-356647583,0,0,1,0,yes,0,
-356400120,0,0,1,0,no,0,
-356262684,0,0,1,0,yes,0,
-356227326,0,0,1,0,no,0,
-355110338,0,0,1,0,yes,0,
-355005959,0,0,1,0,no,0,
-354496007,0,0,1,0,yes,0,
-354254257,0,0,1,0,no,0,
-354019025,0,0,1,0,yes,0,
-353655940,0,0,1,0,no,0,
-353498678,0,0,1,0,no,0,
-352694075,0,0,1,0,no,0,
-352363974,0,0,1,0,yes,0,
-352044367,0,0,1,0,no,0,
-351222211,0,0,1,0,no,0,
-350870936,0,0,1,0,,,Copac
-350638298,0,0,3,0,no,0,Translated from the French - original authors the Christian Brothers
-350462364,0,0,1,0,no,0,
-350450808,0,0,1,0,no,0,
-350130238,0,0,1,0,no,0,
-349629557,0,0,1,0,no,0,
-349588690,0,0,1,0,no,0,
-349039521,0,0,1,0,no,0,
-348898661,0,0,1,0,no,0,
-348344447,0,0,1,0,no,0,
-347763235,0,0,1,0,yes,0,
-347366985,0,0,1,0,no,0,
-347300967,0,0,1,0,no,0,
-347246515,0,1,1,0,no,0,
-347096240,0,0,1,0,no,0,Translated from the French - original author Rev. P. Collot
-346913233,0,0,1,0,no,0,
-346258937,0,0,1,0,unknown,0,
-346005817,0,0,1,0,,0,
-345598169,0,0,1,0,no,0,
-345478346,0,0,1,0,no,0,
-345416702,0,0,1,0,no,0,
-345345270,0,0,1,0,no,0,
-345004571,0,0,1,0,no,0,Contains 'Tara Road'
-344961393,0,0,1,0,no,0,
-344066382,0,0,1,0,yes,0,Illustrations by Mary Russon
-343989265,0,0,1,0,yes,0,
-343922240,0,0,1,0,no,0,
-343864349,0,0,1,0,no,0,
-343499104,0,0,1,0,yes,0,
-343480388,0,0,1,0,no,0,
-343254470,0,0,2,0,no,0,
-343222782,0,0,1,0,no,0,Translated from the French - original author Rev. P. Collot
-343121100,0,0,1,0,yes,0,
-342976150,0,0,1,0,yes,0,Published under the pseudonym 'Iota'
-341654112,0,0,1,0,yes,0,
-341361569,0,0,1,0,no,0,
-341105681,0,0,1,0,no,0,
-340915460,0,0,1,0,yes,0,
-340495607,0,0,4,0,no,0,
-340387853,0,0,1,0,no,0,
-340378242,0,0,1,0,no,0,
-340334787,0,0,1,0,no,0,0
-340299576,0,0,1,0,no,0,
-340289140,0,0,1,0,yes,0,
-340171066,0,0,1,0,no,0,
-340160742,0,0,1,0,no,0,
-339886751,0,0,1,0,no,0,
-339829773,0,0,1,0,no,0,0
-339592225,0,0,2,0,no,0,
-339489239,0,0,1,0,unknown,0,
-339464158,0,0,1,0,,0,
-339360431,0,0,1,0,yes,0,
-339347611,0,0,1,0,yes,0,Combines both the first and second series
-339251885,0,1,1,0,no,0,0
-339021484,0,0,1,0,no,0,
-338758080,0,1,1,0,unknown,0,
-338267082,0,0,1,0,yes,0,
-338145684,0,0,1,0,no,0,
-338106529,0,0,1,0,yes,0,
-337053096,0,0,1,0,no,0,0
-336791422,0,0,1,0,no,0,
-336649946,0,0,1,0,no,0,
-336482907,0,0,1,0,no,0,
-336285094,0,0,1,0,no,0,
-335880569,0,0,1,0,yes,0,Contains Howitt's 'The Little Peacemaker' and Hall's 'Prince Hempseed on his Travels' and 'William and his Teacher'
-335764550,0,0,1,0,yes,0,
-335249012,0,0,1,0,yes,0,
-335064712,0,0,1,0,no,0,
-334579009,0,0,1,0,no,0,
-334555830,0,0,1,0,yes,0,
-334502951,0,0,1,0,no,0,
-334095602,0,0,1,0,no,0,0
-333920002,0,0,1,0,yes,0,
-333522580,0,0,1,0,yes,0,
-333504069,0,0,1,0,unknown,0,
-333414212,0,0,1,0,no,0,
-333078040,0,0,1,0,no,0,
-332412983,0,0,1,0,unknown,0,
-332402932,0,0,1,0,no,0,
-332119926,0,0,1,0,yes,0,
-331924869,0,0,1,0,no,0,
-331261890,0,0,1,0,no,0,
-330967826,0,0,1,0,no,0,
-330352809,0,0,1,0,yes,0,
-329948877,0,0,1,0,no,0,
-329698264,0,0,1,0,no,0,
-329604102,0,0,1,0,no,0,
-329589156,0,0,1,0,no,0,
-328582802,0,0,1,0,,0,
-328414290,0,0,1,0,yes,0,
-328319334,0,0,1,0,no,0,
-327974296,0,0,1,0,yes,0,
-327776284,0,0,2,0,no,0,
-327328194,0,0,1,0,unknown,0,0
-327220691,0,0,1,0,no,0,
-327058950,0,0,1,0,no,0,0
-325786359,0,0,1,0,no,0,
-325690818,0,1,1,0,no,0,
-325469434,0,0,1,0,no,0,
-325265868,0,0,1,0,no,0,0
-324319256,0,0,1,0,yes,0,
-324165437,0,0,1,0,no,0,
-323619515,0,0,1,0,no,0,
-323247050,0,0,1,0,,0,
-323121236,0,0,1,0,,0,
-322952732,0,0,1,0,unknown,0,
-322388881,0,0,1,0,no,0,
-322230786,0,0,1,0,unknown,0,
-322004164,0,0,1,0,no,0,
-321030621,0,0,1,0,yes,0,
-320441885,0,0,1,0,no,0,
-320405593,0,0,1,0,yes,0,
-320279849,0,0,1,0,no,0,
-319351576,0,0,3,0,no,0,
-319210539,0,0,1,0,no,0,
-319034459,0,0,1,0,no,0,
-318975544,0,0,1,0,yes,0,
-317725974,0,0,1,0,no,0,
-317510486,0,0,3,0,no,0,
-317466922,0,0,1,0,no,0,
-317162403,1,0,1,0,no,0,
-316207674,0,0,1,0,no,0,
-315869575,0,0,1,0,yes,0,Translated from the Polish and the French - original author Frédéric Chopin
-315852446,0,0,1,0,no,0,
-315120283,0,0,1,0,no,0,
-314911535,0,0,1,0,yes,0,
-314707439,0,0,1,0,no,0,
-314439377,0,0,1,0,yes,0,0
-314413813,0,0,1,0,yes,0,
-314177724,0,0,1,0,,0,
-314162269,0,0,1,0,no,0,
-314045018,0,0,1,0,no,0,0
-313890596,0,0,1,0,no,0,
-313800493,0,0,1,0,no,0,
-313648528,0,0,1,0,no,0,
-313413462,0,0,1,0,no,0,
-313386008,0,0,1,0,,0,Trans. F Marx
-313156898,0,0,1,0,no,0,
-313079378,0,0,1,0,no,0,"Proceedings of a conference held in Trinity College Dublin, 22-24 September 1998"
-312247686,1,0,1,0,unknown,0,
-312096786,0,0,1,0,no,0,
-311912577,0,0,1,0,no,0,
-311781476,0,0,1,0,no,0,Contains both 'Circle of Friends' and 'The Copper Beech'
-311717453,0,0,1,0,no,0,
-311662236,0,0,1,0,no,0,
-311263278,0,0,1,0,,0,
-311105054,0,0,1,0,no,0,
-310693604,0,0,1,0,yes,0,
-310638301,0,0,2,0,no,0,
-309880998,0,0,1,0,no,0,
-309818831,0,0,1,0,,0,Poolbeg Authors
-309746165,0,0,1,0,no,0,
-309547362,0,0,1,0,no,0,
-309368401,1,0,1,0,yes,0,
-309283179,1,1,1,0,no,0,
-308899830,0,0,1,0,yes,0,
-308661440,0,0,1,0,no,0,
-308143251,0,0,1,0,yes,0,
-307958019,0,0,1,0,no,0,
-307674642,0,0,1,0,yes,0,Illustrations by Stephen Lavis
-307540641,0,0,1,0,no,0,
-307064293,0,0,1,0,no,0,
-306939130,0,0,1,0,yes,0,
-306539955,0,0,1,0,no,0,
-306489364,0,0,1,0,,0,
-306054814,0,0,1,0,yes,0,
-306033989,0,0,1,0,no,0,
-305917700,0,1,1,0,unknown,0,
-305663023,0,0,1,0,no,0,
-305391804,0,0,1,0,unknown,0,
-305304458,0,0,1,0,yes,0,
-304726368,0,0,1,0,no,0,
-304684299,0,0,1,0,unknown,0,
-304404921,0,0,1,0,no,0,
-304301786,0,0,1,0,no,0,
-303807608,0,0,1,0,no,0,Translated from the German
-301767848,0,0,1,0,no,0,
-300926186,0,0,1,0,unknown,0,
-300586037,0,0,1,0,no,0,
-300175586,0,0,1,0,no,0,"The birth of Conachar, adapted from the translation of K. Meyer.--How Conachar gained the kingship over Ulster, adapted from the translation of E. O'Curry.--The origin of Cuchullin, from the French translation of M. L. Duvau.--Tragical death of the sons of Usnach, from the translations by W. Stokes and O'Flanagan.--The wooing of Emer and Cuchullin's education under Scathach, translated by K. Meyer.--The siege of Howth, translated by W. Stokes.--The debility of the Ultonian warriors, from the German of E. Windisch.--The appearance of the Morrigu to Cuchullin before the Táin bó Cuailgne, from the German of E. Windisch.--The Táin bó Cuailgne, analysis with extracts by S. H. O'Grady.--The instruction of Cuchullin to a prince, from the translations of E. O'Curry and M. D'Arbois de Jubainville.--The great defeat on the plain of Muirthemne before Cuchullin's death, translated by S. H. O'Grady.--The tragical death of Cuchullin, translated by W. Stokes.--The tragical death of King Conachar, from the translation by E. O'Curry.--The phantom chariot of Cuchullin, from the translation by O'Beirne Crowe."
-300098249,0,0,1,0,yes,0,
-299636636,0,0,1,0,no,0,
-299582426,0,0,1,0,yes,0,
-298772389,0,0,1,0,yes,0,This is the first known version but is a new edition - first published in 1850 or earlier.
-298742655,0,0,1,0,unknown,0,
-298732358,0,0,1,0,no,0,
-298691430,0,0,1,0,no,0,
-298242018,0,0,1,0,no,0,
-298201067,0,0,1,0,no,0,
-297292381,0,0,1,0,no,0,
-296501718,0,0,1,0,no,0,
-296462379,0,0,1,0,no,0,
-296091158,0,0,1,0,no,0,
-296000117,0,0,1,0,no,0,
-295191908,0,0,1,0,no,0,
-295108921,0,0,1,0,no,0,
-295072754,0,0,1,0,no,0,
-294839551,0,0,1,0,no,0,
-293718755,0,0,1,0,no,0,The image.--Hanrahan's oath.--Shanwalla.--The wrens
-293186977,0,0,1,0,no,0,
-293162787,0,0,1,0,no,0,
-292480938,0,0,1,0,,0,Bruxelles: collection Durendal
-292396828,1,0,1,0,no,0,
-292197044,0,0,1,0,yes,0,
-292128686,0,0,1,0,no,0,
-291787211,0,0,1,0,no,0,
-291718040,0,0,,,-1,0,
-291384096,0,0,1,0,yes,0,
-291147249,0,0,1,0,no,0,
-290386429,0,0,1,0,no,0,
-290228805,0,0,1,0,no,0,
-289784797,0,0,1,0,no,0,
-289403667,0,0,1,0,,0,
-289371482,0,0,1,0,yes,0,
-289343673,0,0,1,0,unknown,0,
-289237223,0,0,1,0,yes,0,
-288957123,0,0,3,0,no,0,
-288687481,0,0,2,0,no,0,
-288668931,0,0,1,0,yes,0,Published with accompanying sound cassette
-288281718,0,0,1,0,no,0,
-287658220,0,0,1,0,yes,0,
-287251454,0,0,1,0,no,0,
-287120725,0,0,1,0,yes,0,
-286127296,0,0,2,0,no,0,
-285499151,0,0,1,0,unknown,0,
-284976546,0,0,1,0,no,0,Translated from the Italian - original author Giuseppe Frassinetti
-284908768,0,0,1,0,no,0,"Co-authors: Dennis Greig, Martin Mooney"
-284361679,0,0,1,0,yes,0,
-284309987,0,0,1,0,no,0,
-284224000,0,0,1,0,no,0,
-284124115,0,0,1,0,yes,0,
-283646768,0,0,1,0,no,0,
-283642924,0,0,1,0,yes,0,
-283421207,0,0,1,0,no,0,
-282652722,0,0,1,0,no,0,0
-281980874,0,0,1,0,no,0,
-281812860,0,0,1,0,no,0,
-281766602,0,0,1,0,no,0,
-281397364,0,0,1,0,no,0,0
-280664120,0,0,1,0,yes,0,
-280644872,0,0,1,0,no,0,Published under the pseudonym 'Iota'
-280553884,0,0,1,0,yes,0,Privately printed
-280336986,0,0,1,0,no,0,
-280274726,0,0,1,0,no,0,
-279620051,0,0,1,0,no,0,
-279584935,0,0,10,0,yes,0,
-279250239,0,0,1,0,no,0,
-278920794,0,0,1,0,no,0,
-278350755,0,0,1,0,no,0,
-277632419,0,0,1,0,,0,
-277521078,0,0,1,0,no,0,
-277211944,0,0,1,0,no,0,
-277170518,0,0,1,0,yes,0,
-276606409,0,0,1,0,no,0,
-276102209,0,0,1,0,yes,0,
-275944592,0,0,1,0,yes,0,
-275885450,0,0,1,0,unknown,0,
-275575650,0,0,1,0,unknown,0,
-275113465,0,0,1,0,yes,0,Dutch translation of an unspecified Alcock novel
-274966806,0,0,1,0,no,0,
-274941065,0,0,1,0,yes,0,
-274785575,0,0,1,0,,0,
-274655972,0,0,1,0,yes,0,Contains Seward's 'Louisa' as well as Morgan's 'The Lay of an Irish Harp'
-274178991,0,0,1,0,yes,0,
-274164022,0,0,1,0,no,0,
-273834547,0,0,1,0,unknown,0,
-273715526,0,0,1,0,yes,0,Translated from the French - original author Edouard Barthe
-273318820,0,0,1,0,no,0,
-271390106,0,0,1,0,no,0,
-271388960,0,0,1,0,yes,0,
-271149762,0,0,1,0,no,0,
-270843882,0,0,1,0,no,0,
-270770292,0,0,1,0,no,0,
-270462002,0,0,1,0,no,0,
-270173547,0,0,1,0,no,0,
-269852367,0,0,1,0,yes,0,
-269595177,0,0,1,0,no,0,
-269178564,0,0,1,0,yes,0,
-268923408,0,0,1,0,no,0,
-268805266,0,0,1,0,no,0,
-268165305,0,0,1,0,no,0,
-267560536,0,0,1,0,,0,
-267403308,0,0,1,0,no,0,
-267197578,0,0,1,0,no,0,
-266719688,0,0,1,0,no,0,
-266413712,0,0,1,0,no,0,
-266402366,0,0,1,0,no,0,
-266134913,0,0,1,0,no,0,
-266097066,0,0,,,-1,0,
-265942964,0,0,1,0,no,0,
-265566677,0,0,1,0,no,0,
-265376240,0,0,1,0,no,0,
-265115339,0,0,1,0,no,0,
-264936851,0,0,1,0,yes,0,
-264679120,0,0,1,0,no,0,
-263498821,0,1,1,0,no,0,
-263409613,0,0,2,0,no,0,
-263108158,0,0,1,0,no,0,
-262691303,0,0,1,0,,0,
-262405747,0,0,1,0,no,0,
-262207187,0,0,1,0,yes,0,Published under the psuedonym G. E. Brunefille
-262098699,0,0,1,0,no,0,
-262031860,0,0,1,0,yes,0,Composed from 'Ireland'
-261927593,0,0,1,0,no,0,
-261814156,0,0,1,0,yes,0,
-261487921,0,0,1,0,,0,
-261165875,0,0,1,0,no,0,
-260940059,0,0,1,0,yes,0,
-260129410,0,0,1,0,no,0,
-259994296,0,0,1,0,yes,0,
-259985580,0,0,1,0,no,0,
-259475180,0,0,1,0,yes,0,
-258823991,1,0,1,0,no,0,
-258412981,0,0,1,0,no,0,
-257440533,0,0,1,0,no,0,
-256554645,0,0,1,0,unknown,0,
-256527020,0,0,1,0,no,0,
-255973888,0,0,1,0,yes,0,
-255584638,0,0,1,0,no,0,
-255488787,0,0,1,0,unknown,0,
-255311795,1,0,2,0,yes,0,
-255260535,0,0,1,0,no,0,
-254563557,0,0,1,0,no,0,
-254009775,0,0,1,0,yes,0,
-253933776,0,0,1,0,no,0,
-253818219,0,0,1,0,yes,0,
-253412552,0,0,1,0,no,0,
-253315205,0,0,1,0,yes,0,
-253220066,1,0,1,0,unknown,0,8 page pamphlet on the Irish Question
-252763104,0,0,1,0,no,0,
-252669562,0,0,1,0,no,0,Published under the pseudonym 'Iota'
-252659020,0,0,1,0,no,0,0
-251913357,0,0,1,0,yes,0,"""with line decorations by Peter McClure"""
-251767475,0,0,1,0,no,0,
-251709536,0,0,1,0,no,0,
-251505988,0,0,3,0,no,0,
-250787840,0,0,1,0,no,0,
-250196234,0,0,1,0,unknown,0,
-249903886,0,0,1,0,yes,0,
-249267180,0,0,1,0,yes,0,
-249069617,0,0,1,0,unknown,0,
-249068428,0,0,1,0,no,0,
-249064487,0,0,1,0,yes,0,This is the first known version but is the second edition
-248327665,0,0,1,0,no,0,0
-248315794,0,0,1,0,no,0,
-247970818,0,0,1,0,no,0,
-247445422,0,0,3,0,no,0,
-247336093,0,0,1,0,yes,0,
-247224386,0,0,1,0,no,0,
-247193871,0,0,1,0,yes,0,
-247058280,0,0,3,0,no,0,
-246889910,0,0,1,0,yes,0,
-246866835,0,0,1,0,yes,0,
-246732308,0,0,1,0,no,0,
-246320499,0,0,1,0,yes,0,Presumed first edition
-246216065,0,0,1,0,no,0,
-246050294,0,0,1,0,no,0,
-245950474,0,0,1,0,yes,0,
-245442403,0,0,1,0,no,0,
-245208953,0,0,1,0,no,0,
-244777332,0,0,1,0,no,0,
-244648305,0,0,1,0,no,0,
-244550569,0,0,1,0,no,0,
-244445407,0,0,1,0,no,0,
-243732783,0,0,1,0,yes,0,
-242079185,0,0,1,0,no,0,
-241998760,0,0,1,0,yes,0,
-241968885,0,0,1,0,yes,0,
-241571461,0,0,1,0,no,0,
-241462992,0,0,1,0,no,0,
-241034345,0,0,1,0,,0,"First published: Dublin : Stationery Office, 1936 
Includes index 
Irish text, English introduction and notes"
-240743801,0,0,1,0,no,0,
-240742377,0,0,1,0,no,0,
-240520935,0,0,1,0,no,0,
-240012435,0,0,1,0,no,0,
-239846355,0,0,1,0,no,0,
-239826419,0,0,1,0,no,0,
-239717024,0,0,1,0,yes,0,
-239571347,0,0,1,0,no,0,
-238777138,0,0,1,0,,0,
-238487114,0,0,1,0,no,0,
-238449090,0,0,1,0,no,0,
-237941058,0,0,1,0,no,0,
-237802904,0,0,2,0,no,0,
-237704326,0,1,1,0,no,0,
-237570997,0,0,1,0,yes,0,Illustrated by Aubrey Beardsley
-237260472,0,0,1,0,unknown,0,
-236986511,0,0,1,0,yes,0,
-236803073,0,0,1,0,no,0,
-236706092,0,0,1,0,yes,0,0
-236630468,0,0,2,0,yes,0,
-236313970,0,0,1,0,no,0,
-234261438,0,0,1,0,no,0,
-233654462,0,0,1,0,yes,0,0
-233605898,0,0,1,0,yes,0,
-233182491,0,0,1,0,yes,0,
-232470504,0,0,1,0,no,0,
-232278768,0,0,1,0,no,0,
-231993528,0,0,1,0,yes,0,
-231908377,1,0,2,0,no,0,
-231474057,0,0,1,0,no,0,
-231427928,0,0,3,0,no,0,
-231081277,0,0,1,0,no,0,
-231050529,0,0,1,0,no,0,
-230777360,0,0,1,0,no,0,
-230606738,0,0,1,0,yes,0,
-230182164,0,0,1,0,no,0,
-230087723,0,0,1,0,no,0,
-229521458,0,0,1,0,yes,0,
-229122250,0,0,1,0,,0,
-228867366,0,0,1,0,no,0,
-228407075,0,0,1,0,yes,0,
-228045064,0,0,1,0,no,0,
-227744555,0,0,1,0,no,0,
-227444907,0,0,1,0,no,0,
-227402639,0,0,1,0,no,0,
-226945482,0,0,1,0,no,0,
-226220302,0,0,1,0,,0,
-225393877,0,0,1,0,no,0,
-224969549,0,0,1,0,no,0,
-224884954,0,0,1,0,no,0,
-224750973,0,0,1,0,no,0,Translated from the Norwegian - original author Knut Hamsun
-224644370,0,0,4,0,no,0,
-224540144,0,0,1,0,yes,0,
-223650601,0,0,1,0,unknown,0,
-223523375,0,0,1,0,no,0,
-223512451,0,0,1,0,yes,0,
-223411377,0,0,1,0,no,0,
-223331601,0,0,1,0,unknown,0,German translation of One Day as a Tiger
-222774078,0,0,1,0,no,0,
-222541239,0,0,2,0,no,0,
-222096438,0,0,1,0,no,0,
-222014143,0,0,1,0,no,0,
-221484960,0,0,1,0,,0,
-221448981,0,0,1,0,yes,0,
-221093983,0,0,1,0,no,0,
-221064734,0,0,3,0,no,0,
-220947846,0,0,1,0,,0,
-220782520,0,0,1,0,no,0,
-220645380,0,0,1,0,no,0,
-220391607,0,0,1,0,no,0,
-220204851,0,0,1,0,yes,0,
-219753027,0,0,1,0,yes,0,
-219470996,0,0,1,0,yes,0,
-219047787,0,0,2,0,no,0,
-218931815,0,0,,0,yes,0,
-218879498,0,0,1,0,no,0,
-218473955,0,0,1,0,unknown,,
-218370135,0,0,1,0,no,0,
-218034754,0,0,1,0,no,0,
-217984455,0,0,1,0,no,0,
-217860817,0,0,1,0,unknown,0,
-217860068,0,0,3,0,no,0,
-217700232,0,0,1,0,no,0,
-217630551,0,0,4,0,no,0,
-217603688,0,0,1,0,no,0,
-217601398,0,0,1,0,unknown,0,
-216695714,0,0,1,0,no,0,
-216509912,0,0,1,0,no,0,
-216410084,0,0,1,0,no,0,
-215717045,0,0,1,0,yes,0,
-215491199,0,0,1,0,no,0,
-215198850,0,0,1,0,no,0,
-215134638,0,0,1,0,no,0,
-215102530,0,0,1,0,unknown,0,Cullinan gives date as [1966]
-215087853,0,0,1,0,yes,0,
-214587831,0,0,1,0,no,0,
-214455767,0,0,1,0,no,0,
-214347651,0,0,1,0,no,0,
-214253797,0,0,1,0,yes,0,
-213852248,0,0,1,0,yes,0,
-213538832,0,0,1,0,no,0,
-213502639,0,0,1,0,yes,0,
-213208306,0,0,1,0,no,0,
-213097508,0,0,1,0,no,0,"Translated from the French - original author Charles Forbes Montalembert, comte de. Sadlier translated the introduction only."
-213034404,0,0,1,0,no,0,
-212040637,0,0,1,0,yes,0,
-211483978,0,0,1,0,no,0,
-211317820,0,0,1,0,unknown,0,
-211099815,0,0,1,0,no,0,
