publication_id,published_in,start_page,end_page,continued_on,continuation_end,illustrated,notes,article_subseries,system
-397714600,-1893392877,6,17,,,yes,,0,1
-397700868,1146704851,5,6,,,no,,0,1
-397395710,1423831958,26,26,,,no,,0,1
-396922282,1172156138,323,323,,,no,June,0,1
-396594630,-2141622339,4,4,,,no,,0,1
-396540206,-697076730,93,93,,,no,Feb,0,1
-396409704,-1785613229,243,243,,,unknown,,0,1
-395771109,1467480289,31,31,,,no,,0,1
-395678060,-2073796673,32,32,,,no,Printed with a translation into French.,0,1
-395622742,820202477,129,153,,,unknown,,0,1
-395598803,1953953165,73,73,,,no,,0,1
-395565730,-468527674,33,33,,,no,,0,1
-395325825,-19012298,162,176,,,unknown,,0,1
-395312494,2104758389,259,277,,,unknown,,0,1
-395303790,-739109338,19,19,,,no,,0,1
-395154351,-1194877040,14,19,,,yes,,0,1
-394483557,1139318752,23,23,,,no,,0,1
-393596791,449622087,47,47,,,no,,0,1
-393179714,1853362129,31,32,,,yes,,0,1
-393091321,-900793122,59,77,,,no,,0,1
-392943268,-1893034928,24,34,,,no,,0,1
-392737058,-1664667830,84,85,,,no,,-839800880,1
-392589860,-1153081661,16,16,,,no,,0,1
-392214562,1171980060,590,590,,,no,October,0,1
-391491256,1274679747,15,23,,,no,,0,1
-390463706,1746701880,22,27,,,yes,,0,1
-390282256,-736863654,20,21,,,yes,,0,1
-389987917,1667168200,19,19,,,no,,0,1
-389244396,1172077206,105,105,,,no,February,0,1
-389205304,615871219,189,189,,,no,April,0,1
-389141953,1955962482,217,216,,,no,,-1343801723,1
-389049987,-1191454840,208,208,,,no,,0,1
-388962460,751865295,,,,,unknown,,1196432413,1
-388820860,1168429030,159,162,,,yes,,0,1
-388639121,1171710502,489,490,,,no,Sept,0,1
-388574637,1171710502,616,618,,,no,Oct,0,1
-388457231,-6404326,30,31,,,no,,0,1
-388071936,715168406,11,11,,,no,,0,1
-387975516,-868544846,71,71,,,no,,0,1
-387958037,1202279919,14,14,,,no,,0,1
-387449994,831367943,206,212,,,no,,0,1
-387378591,-1864615968,6,7,,,no,,0,1
-387335602,201821381,136,138,,,unknown,,0,1
-386985309,1612846544,22,23,,,no,,0,1
-386850213,-2042492159,0,0,,,unknown,,0,1
-386703677,-937445602,10,25,,,no,Play in one Act and two scenes,0,1
-386647571,1035416011,129,130,,,no,,0,1
-386366764,2088873215,0,0,,,no,,0,1
-385953895,-902203579,20,21,,,yes,,0,1
-385791718,-1064768630,107,109,,,no,February,0,1
-385242203,1947120163,52,54,,,no,,0,1
-385012943,2061152554,31,31,,,no,,0,1
-385000033,-773091798,345,346,,,yes,,0,1
-384974106,1506319162,43,65,,,no,,0,1
-384554532,819870968,95,96,,,no,"Review of Melanie Silgardo and Janet Beck (eds.), Virago New Poets",0,1
-383809929,1415633284,25,25,,,no,,0,1
-383348699,1131644134,71,78,,,no,,0,1
-382878841,-229012430,331,333,,,no,,0,1
-382314231,1139857232,24,25,,,no,,0,1
-382286047,-119695714,24,24,,,no,,0,1
-381945417,-1156827058,696,696,,,no,,0,1
-381535416,-1610712196,16,16,,,no,,0,1
-381391144,-302635545,322,322,,,no,,0,1
-381322286,222762388,356,356,,,,June. As R.M.G.,0,1
-381083134,-525235951,17,18,,,no,,0,1
-380885542,1171980060,282,288,,,no,May,0,1
-380516817,-779376926,26,27,,,no,,0,1
-380513699,940514626,38,44,,,yes,,0,1
-380506844,-1637477167,28,28,,,no,,0,1
-380159351,1333920168,24,24,,,no,,0,1
-379265381,-1668588912,26,26,,,no,,0,1
-378961709,-1473967782,13,18,,,yes,,0,1
-378879408,-1723943957,5,7,,,no,,0,1
-378751280,-1510226458,12,12,,,no,,0,1
-378328269,1171994938,288,292,,,unknown,,0,1
-377914517,-278895278,51,57,,,unknown,,0,1
-377668934,1132328220,84,84,,,no,,0,1
-377648233,1137402787,25,25,,,yes,Filíocht na nÓg - Young people's poetry,0,1
-377503003,-1516137464,38,42,,,no,"Review of Eithne Strong, Fuil agus Fallaí, Deirdre Brennan, I Reilig Na mBan Rialta, Áine Ní Ghlinn, An Chéim Bhriste, Caitlín Maude, Dánta",0,1
-376172070,1116693654,82,82,,,no,,0,1
-375999087,-1795401194,8,9,,,no,,0,1
-375615051,-1092381772,21,21,,,no,,0,1
-375003985,-1485436670,78,78,,,no,,0,1
-374864149,-1841958652,0,0,,,unknown,,0,1
-374657255,-346899167,655,658,,,yes,,0,1
-374644860,-316466577,5,,,,unknown,information from index of authors 1924-1987,0,1
-374548009,-1317548818,43,127,,,no,,0,1
-374422660,682682398,23,26,,,yes,,0,1
-374416448,-417658597,690,696,,,unknown,,0,1
-374404573,-525235951,13,13,,,no,,0,1
-373833631,1170763965,236,236,,,no,May,0,1
-373372729,54017438,291,320,,,no,,0,1
-372997357,1672439214,26,26,,,no,,0,1
-372771874,434143792,12,13,,,no,,0,1
-372581224,2047547101,40,40,,,no,,0,1
-372374202,-103693182,9,13,,,yes,,0,1
-371293312,-1290343804,48,48,,,no,,0,1
-370258210,-1770204337,42,42,,,no,,0,1
-369803686,1174573430,93,97,,,no,February,0,1
-368471330,436239729,350,361,,,no,,0,1
-367363559,-831606182,362,369,,,no,July,2019743755,1
-367257477,-1096142686,292,298,,,no,,0,1
-366839754,1173265904,52,60,,,no,January,0,1
-366682516,381718007,295,312,,,no,,0,1
-366021059,-1706429285,59,59,,,no,,0,1
-365819238,1346241949,35,35,,,no,,0,1
-365711130,278009925,32,32,,,yes,,0,1
-365658622,1151313503,199,199,,,no,,0,1
-365277807,1475411963,69,69,,,no,,0,1
-365088242,397906405,403,403,,,no,,0,1
-365023543,313947609,9,9,,,no,,0,1
-364769487,-1893233960,349,350,,,no,June,0,1
-364768823,-1270295514,25,25,,,no,,0,1
-364115954,1146784658,66,66,,,no,,0,1
-364110716,-1013163444,487,488,,,unknown,,0,1
-363806434,175475889,,,,,unknown,,1196432413,1
-363148614,-1104486017,14,14,,,no,,0,1
-363147805,-898172370,229,229,,,no,,0,1
-362922578,575989121,150,151,,,no,,0,1
-362649876,2143498081,36,36,,,no,,0,1
-362129318,1118926024,58,58,,,no,,0,1
-361897264,1138008993,17,17,,,no,,0,1
-361835809,1131644134,52,56,,,no,"Review of Augustus Young, The Credit; Padraig J Daly, Poems: Selected and New; Dublin Writers Workshop, Between the Circus and the Sewer; Knute Skinner, Learning to Spell Zucchini; Tony Curtis, Behind the Green Curtain; David Hartnett, House of Moon",0,1
-361772023,-873084068,50,50,,,no,,0,1
-361650711,1847432840,145,166,,,no,,0,1
-361489103,1779568036,12,13,,,no,,0,1
-361469249,-714289875,421,422,,,no,,0,1
-361434553,-1173455586,183,183,,,unknown,,0,1
-360711178,1292331282,300,301,,,unknown,,0,1
-360656906,-991414807,342,343,,,no,,0,1
-360629928,1146693316,27,32,,,no,First prize,0,1
-360488372,-138121897,6,7,,,no,,0,1
-360169589,393560868,5,5,,,yes,,0,1
-360145341,-1618021750,32,44,,,unknown,,0,1
-359996030,-1432119824,195,195,,,no,,0,1
-359656530,1171980060,422,422,,,no,August,0,1
-359079743,-1270295514,28,28,,,no,"Review of 'Hé, A Ruairí!' le Colmán Ó Raghallaigh",0,1
-358980682,843198633,4,5,,,no,,0,1
-358643528,1170341092,478,479,,,unknown,,0,1
-358017627,-92898211,391,391,,,no,July,,1
-357636603,-1494292278,21,21,,,no,,0,1
-356902373,2144459970,11,11,,,no,,0,1
-356614805,-1165185198,9,9,,,no,Published in The Irish Press.,1196432413,1
-356355165,1594209975,13,13,,,no,,0,1
-356121722,-1637477167,25,25,,,no,,0,1
-356079096,-241564285,3,3,,,no,,0,1
-355903175,210602707,6,6,,,no,,0,1
-355504550,1626141157,169,178,,,no,April,0,1
-355427303,-142445236,216,220,,,yes,,0,1
-355192575,1036817664,53,84,,,no,,0,1
-355027878,1172516445,12,15,,,no,January,0,1
-354957814,682682398,0,0,,,unknown,,0,1
-354631321,-1184507985,14,14,,,yes,,0,1
-354442637,-675719814,344,348,,,no,,0,1
-354404096,1174646083,401,401,,,no,,0,1
-354072415,1171710502,360,360,,,no,June,0,1
-353987498,-1223657126,273,274,,,unknown,,-596841026,1
-353240191,107704662,555,555,,,no,October,0,1
-353105420,-126635714,13,14,,,yes,,0,1
-352914198,-1927442596,6,11,,,yes,,0,1
-352777841,1467480289,34,34,,,yes,,0,1
-352738864,1876091574,215,230,,,yes,,0,1
-352682088,490290650,16,17,,,yes,,0,1
-352544744,2146776157,7,9,,,no,,0,1
-352439488,-1270459582,21,21,,,no,,0,1
-352342618,1588823483,30,30,,,no,,0,1
-351975311,-1833569614,10,10,,,no,,0,1
-351363137,-611046502,41,41,,,no,,0,1
-351305680,1118827851,21,22,,,no,,0,1
-350944409,2143564661,275,281,,,no,July,0,1
-350385888,49752059,6,7,,,no,,0,1
-350106897,-881292954,211,225,,,unknown,,0,1
-350004633,-799593777,518,519,,,no,Oct,0,1
-349976764,-1940932305,9,9,,,no,Published in The Irish Press.,1196432413,1
-349501181,1173873163,541,541,,,no,August,0,1
-348661882,1716144024,7,9,,,yes,,0,1
-348249696,-67243397,25,26,,,no,,0,1
-348232076,-395312353,310,310,,,no,,1679595058,1
-348055126,-1226677826,8,9,,,no,,0,1
-347747294,-1516713985,225,231,,,no,,0,1
-347520779,702787908,326,353,,,unknown,,0,1
-347237912,795498723,2,19,,,no,,0,1
-346876447,-1064768630,221,221,,,no,April,0,1
-346699674,1147703246,39,39,,,no,,0,1
-346273193,1216311180,56,57,,,no,,0,1
-346084100,-511360825,137,155,,,no,,0,1
-345342959,739723422,59,60,,,no,,0,1
-344925393,-848620784,296,297,,,unknown,,0,1
-344527397,-1750853758,14,27,,,yes,,0,1
-343855468,1173110667,611,619,,,no,October,-271686730,1
-343811152,-684429621,36,42,,,unknown,,0,1
-343403326,-1218559287,352,358,,,no,,0,1
-343197695,-1432367944,389,389,,,no,,0,1
-343178536,-432401517,24,24,,,no,,0,1
-342897286,1035416011,99,105,,,no,,0,1
-342110076,1650782063,22,31,,,no,,0,1
-342063075,-1057130996,698,699,,,no,,0,1
-341627845,1605531396,646,647,,,no,,2126018785,1
-341606567,2096540600,9,9,,,no,Published in The Irish Press,1196432413,1
-341540180,-634807158,103,103,,,no,,0,1
-341050654,2088240722,67,85,,,unknown,,0,1
-340498179,-1412479380,40,48,,,unknown,,0,1
-340379951,1124373158,406,408,,,unknown,,0,1
-339972177,-1565517197,11,15,,,no,,0,1
-339647987,1035416011,22,22,,,no,,0,1
-339485211,1452476782,85,85,,,no,,0,1
-339262037,-1223657126,195,196,,,unknown,,0,1
-339210366,-2129842636,5,10,,,yes,,0,1
-339143938,1128350924,51,51,,,no,,0,1
-338760600,919811437,44,62,,,no,,0,1
-337521052,-1412327217,,,,,unknown,,0,1
-337455755,-697076730,524,526,,,no,September,0,1
-336922783,-541994784,10,10,,,no,,0,1
-336535225,356752011,23,25,,,no,,0,1
-335797450,263266138,74,74,,,no,,0,1
-335696357,1574012611,83,83,,,no,,0,1
-335444186,952206845,10,10,,,no,,0,1
-334454506,437995041,594,594,,,no,Change of Pagination - p. 393 becomes p. 394.,0,1
-334021567,-1276387778,247,249,,,unknown,,0,1
-334015499,1173110667,523,529,,,no,August,0,1
-333785593,-1127304839,37,37,,,no,,0,1
-333440428,1504825983,8,9,,,no,,0,1
-333405994,247969353,689,700,,,no,,0,1
-333152003,1467480289,17,17,,,no,,0,1
-333077412,-118299438,125,134,,,yes,,0,1
-332528422,981457356,3,13,,,yes,,0,1
-332249884,-1460217958,343,346,,,no,,0,1
-332067864,1241905891,17,31,,,no,Review of several works on the Literary Revival,0,1
-331441422,-41862943,274,274,,,no,,0,1
-331395944,670888883,349,349,,,unknown,,0,1
-331179740,31849913,20,21,,,no,,0,1
-330993981,1149280800,107,107,,,no,,0,1
-330901388,-768149016,10,12,,,no,,0,1
-330307620,-1290343804,26,26,,,no,,0,1
-330093721,-1637477167,11,11,,,no,,0,1
-329890073,-1921669058,282,282,,,no,,0,1
-328904208,1681535494,100,108,,,yes,,0,1
-328903940,1639038663,239,264,,,no,,0,1
-328229525,634802002,,,,,unknown,,1196432413,1
-328162004,-788407860,337,368,,,unknown,,0,1
-327658357,1011299727,19,19,,,no,,0,1
-327619926,1171980060,6,521,,,no,Cont from vol34. Chapters 9-25,1173786254,1
-327176172,-2063371543,29,30,,,no,,0,1
-326864979,-19479076,9,9,,,no,Published in The Irish Press.,1196432413,1
-326823550,-966718423,129,129,,,no,,0,1
-326432920,1173110667,85,85,,,no,February,0,1
-326416598,-1887585433,10,11,,,yes,,0,1
-325642252,1655685480,38,44,,,no,,0,1
-325610530,-886444998,67,67,,,no,,0,1
-325355549,546345512,67,67,,,no,,0,1
-324654398,-300308620,10,11,,,no,,0,1
-324328524,114376031,436,450,,,unknown,,0,1
-323832939,-965463452,259,274,,,no,,0,1
-323558478,1686115209,45,45,,,no,Jan,0,1
-323459355,1389796054,18,19,,,no,,0,1
-323367940,304006705,10,11,,,no,Section of a piece with contributions from several 'diasporic' Irish poets.,0,1
-322899773,-606868091,91,91,,,no,Feb,0,1
-322894676,1813940383,368,369,,,no,,0,1
-322583831,1173873163,557,557,,,no,September,0,1
-322465841,-569501549,526,526,,,no,,0,1
-322237442,-603126408,16,16,,,no,,0,1
-321906633,186540238,41,41,,,no,,0,1
-321867510,-1975224708,14,14,,,yes,,0,1
-321793766,-1069844963,493,519,,,unknown,,0,1
-321748463,1504825983,37,37,,,no,,0,1
-321649314,647738124,14,14,,,no,,0,1
-321449384,567349523,6,6,,,no,,0,1
-321378251,581984219,17,19,,,no,,0,1
-321055489,-1223657126,91,92,,,unknown,,0,1
-320999612,288588079,18,19,,,no,,0,1
-320265662,1143581925,57,57,,,no,,0,1
-320049673,1306635106,18,18,,,no,,0,1
-318438391,1186144045,102,116,,,no,,0,1
-318250016,-1468319006,223,246,,,unknown,,0,1
-318210753,1767394890,24,26,,,no,,0,1
-318192453,-2637207,17,17,,,yes,,0,1
-317558527,-735324928,5,19,,,no,,0,1
-317535965,1170502890,386,390,,,no,,0,1
-317245957,-1224999740,96,97,,,no,,0,1
-316914334,-1259902700,6,7,,,yes,,0,1
-316660331,-342731262,185,185,,,no,,0,1
-316623719,715168406,19,19,,,no,,0,1
-315811878,1227411421,62,87,,,no,,0,1
-315548610,1126085763,331,333,,,no,"Comments on 'Space Age Education', Capuchin Annual 1962.",0,1
-315384161,-1272043050,,,,,unknown,,0,1
-315183706,181553241,6,7,,,no,,0,1
-314364864,-458265701,9,9,,,no,Published in The Irish Press,1196432413,1
-314177627,-1454525629,263,263,,,unknown,,0,1
-314105210,-862101286,75,90,,,no,,0,1
-313923828,222762388,598,598,,,no,October,0,1
-313791976,-1467605019,63,63,,,unknown,,0,1
-313306153,526572779,85,85,,,no,,0,1
-313260416,-103693182,6,6,,,unknown,,0,1
-313228570,-1224999740,106,106,,,no,,0,1
-313201607,215613428,16,20,,,no,10-13 of a sequence,0,1
-313106116,243543559,,,,,yes,,0,1
-313001814,-99994734,11,18,,,no,,0,1
-312863394,-180151823,103,107,,,no,,0,1
-312400793,863045609,461,463,,,no,Aug,0,1
-311486343,1105529996,16,27,,,yes,,0,1
-311449756,-786846182,,0,,,no,No pagination,0,1
-310947822,1147853437,11,11,,,yes,,0,1
-310862553,379088194,111,111,,,no,,0,1
-310678837,1645743666,289,291,,,no,,0,1
-310501118,-1824350555,36,43,,,unknown,,0,1
-310206492,1171980060,515,517,,,no,September,0,1
-309703096,-1637477167,53,53,,,no,,0,1
-309645616,-421265503,44,44,,,no,,0,1
-309337024,-868544846,47,51,,,no,"""Ó Dhunieser Elegien le Rainier Maria Rilke.""",0,1
-309221237,1073260117,20,21,,,no,review of Saol an Chríostaí by An tAthair Donncha Ó Corcra,0,1
-309074492,361862105,33,36,,,no,,0,1
-308337389,581906996,22,24,,,yes,,0,1
-308172114,-1855204129,20,21,,,no,,0,1
-308170023,1149280800,69,73,,,no,,0,1
-308046222,-1620519837,58,58,,,no,"'(in memory of a young German hitch-hiker who was murdered in Ballypatrick wood, near Ballycastle)'",0,1
-307940449,926694462,28,29,,,yes,,0,1
-307902989,-1279517256,257,260,,,unknown,,0,1
-307578805,-1834119163,299,299,,,no,,0,1
-307352563,1484427196,5,5,,,no,,0,1
-307173002,1138720582,12,15,,,no,,0,1
-306855282,-956981125,177,177,,,no,,0,1
-306816830,-1619540259,298,298,,,unknown,,0,1
-306672494,-459984400,224,224,,,no,,0,1
-306441416,-1479998585,439,444,,,no,,0,1
-306144556,449622087,23,23,,,no,,0,1
-305490697,-1597896735,22,22,,,no,,0,1
-305454893,-1490626398,169,169,,,no,,0,1
-305228567,-1977966200,5,5,,,no,,0,1
-305203548,2036179471,191,196,,,yes,,0,1
-305077817,-661101758,420,420,,,no,,-131422656,1
-305026758,278009925,22,23,,,yes,,0,1
-304716821,-82395182,9,14,,,yes,,0,1
-304355793,-757619579,420,422,,,unknown,,0,1
-304320740,1179565584,8,8,,,unknown,,0,1
-304067337,1146839359,143,144,,,no,,0,1
-303967314,-112553087,41,41,,,no,,0,1
-303482165,-2015313937,635,635,,,no,,0,1
-303351133,1840979050,,,,,unknown,,1196432413,1
-303332575,982909436,22,25,,,no,,0,1
-302831060,1267540151,611,613,,,no,,0,1
-302383443,1283852292,107,112,,,no,"Review of Nuala Ní Dhomhnaill, Cead Aighnis",0,1
-302340555,-622390280,252,260,,,unknown,,0,1
-302307474,1686115209,609,610,,,no,Nov,0,1
-301824545,1172243087,109,109,,,no,March,0,1
-301631616,1315258707,109,109,,,no,,0,1
-300991689,1138905506,5,6,,,no,,0,1
-300897878,233249517,11,,,,no,information from index of authors 1924-1987,0,1
-300823852,748711737,47,47,,,unknown,,0,1
-300469073,1146693316,18,18,,,no,,0,1
-299999268,-1958389709,27,27,,,no,,0,1
-299897476,1329711701,22,23,,,yes,,0,1
-299791559,-1567280360,101,105,,,no,,0,1
-299743656,1172243087,449,449,,,no,September,0,1
-299649116,1813940383,47,50,,,no,,0,1
-299647107,94668524,4,5,,,no,,0,1
-299587158,-559467929,207,208,,,no,,0,1
-299119714,-697076730,541,547,,,no,Oct,0,1
-298965969,-1664667830,89,90,,,no,,-839800880,1
-298847706,456824442,439,474,,,no,,0,1
-298199333,-800766846,9,9,,,no,Published in The Irish Press.,1196432413,1
-297993579,-918358684,10,29,,,no,,0,1
-297924299,1594209975,5,5,,,no,,0,1
-297469775,-709759196,17,17,,,no,,0,1
-296905187,43855362,24,24,,,no,,0,1
-296292867,1144782031,41,41,,,no,,0,1
-295865058,-488787061,8,11,,,no,On Irish language literature.,0,1
-295826896,-2029696460,35,35,,,no,,0,1
-295818301,2070193674,245,245,,,no,"Written Wooden-Bridge, Sept 1838. Author S.C. Hall",0,1
-295733431,1157119587,6,7,,,yes,,0,1
-295573113,-1791026850,86,86,,,no,,0,1
-295402193,-1316066471,16,17,,,no,,0,1
-294982187,1768070743,np,np,,,no,,0,1
-294358658,1292343953,43,56,,,no,,0,1
-293997585,-259833536,66,66,,,no,A paper which received the gold medal from the Cork University Philosophical Society.,0,1
-293853916,1620339165,30,30,,,unknown,,0,1
-293708960,-2103392081,355,355,,,no,,0,1
-293651773,-948490450,434,434,,,unknown,,0,1
-293548074,781435879,30,31,,,unknown,,0,1
-293407605,928487154,38,45,,,no,,0,1
-292980709,72355685,4,7,,,yes,,0,1
-292946885,945761842,26,27,,,yes,,0,1
-292625472,845524930,14,23,,,no,,0,1
-292539257,133024432,20,21,,,no,,0,1
-290947733,697233519,49,50,,,no,,0,1
-290844463,1147679610,12,30,,,no,,0,1
-290422650,942154967,36,36,,,no,,0,1
-289088685,-1021036711,486,486,,,no,,0,1
-288815786,-1564427275,19,19,,,no,,0,1
-288739015,1694380312,21,22,,,no,,0,1
-288500603,1173873163,357,357,,,no,June,0,1
-288463469,-1153081661,564,564,,,no,,0,1
-287658762,-1767332119,19,19,,,no,,0,1
-287438490,1425623791,217,220,,,no,,0,1
-287026855,-443049787,160,160,,,no,,0,1
-286387570,-9310880,7,9,,,no,,0,1
-286306308,-2087268409,343,361,,,unknown,,0,1
-286244103,909337048,414,448,,,unknown,,0,1
-285537860,41858289,20,21,,,no,,0,1
-285533517,-1706429285,61,61,,,no,,0,1
-285524981,1768070743,np,np,,,no,,0,1
-285200289,1626141157,189,189,,,no,april,0,1
-284827004,-1565438760,53,53,,,no,,0,1
-284796617,1173265904,694,698,,,no,November,0,1
-284717765,-58511262,334,346,,,unknown,,0,1
-284424419,-640221772,247,247,,,no,,0,1
-284397485,-405122920,,,,,unknown,,0,1
-284298307,635573582,96,97,,,no,,0,1
-284096735,-1377723820,5,7,,,no,,0,1
-283899281,313254687,13,28,,,no,,-1409117870,1
-283099811,1147439180,1,8,,,no,,0,1
-282223427,1147887916,15,16,,,no,,0,1
-281645968,177517092,28,29,,,yes,,0,1
-281639032,1144782031,18,18,,,no,,0,1
-281591166,1335343760,301,301,,,no,"'We print below communications in reply to our invitation for a discussion on the proper policy for Irish suffragists in the present political situation. Belfast, Cork, and Dublin are represented in the following letters'.",-102690076,1
-280305855,-528704693,69,69,,,no,,0,1
-280279140,1219568133,19,19,,,yes,,0,1
-280234323,-1721775908,8,9,,,yes,,0,1
-280180462,424276292,10,11,,,no,Excerpt from a short story from the collection  'Il Padrone della Notte' by Stansilao Nievo'. Translated from the Italian by Máire Nic Mhaoláin,0,1
-279584537,616426046,6,6,,,no,,0,1
-279549280,1953953165,50,50,,,no,Published in Listowel Writers' Week (2001),0,1
-279224629,280625813,32,32,,,yes,,0,1
-278990400,-1656801509,40,44,,,no,,0,1
-278837754,-884971455,20,21,,,no,,0,1
-278798760,2076351895,36,36,,,no,,0,1
-278419420,-1466830425,27,27,,,no,,0,1
-277257564,-205439473,17,19,,,no,,0,1
-276794079,-1516137464,33,33,,,no,,0,1
-276544642,1135100663,109,109,,,no,Included in the section 'German Poetry in Translation'.,0,1
-276452811,-219494524,62,68,,,no,,0,1
-276344060,-2071032849,9,9,,,no,Published in The Irish Press.,1196432413,1
-275826937,2088240722,22,26,,,no,,0,1
-275448443,1144860695,70,70,,,no,,0,1
-275309451,863045609,301,306,,,no,June,0,1
-274854251,308821264,61,68,,,no,,1240744704,1
-274748825,-1470477890,113,113,,,no,,1679595058,1
-274385334,1073097823,66,66,,,no,,0,1
-274350746,-526043338,55,56,,,no,Sixth poem of 'Outside History: A Sequence'.,0,1
-274035383,1131730426,55,56,,,no,,0,1
-273921068,197742785,82,83,,,no,,0,1
-273918953,-831606182,604,612,,,no,November,1876797860,1
-273700119,-799593777,135,138,,,no,march,0,1
-273209517,-493602281,77,77,,,no,,0,1
-273170420,1139857232,37,37,,,no,,0,1
-272895471,-1893034928,3,7,,,no,"'The Two Cloaks', 'Mignonette', '""Give Crowns and Pounds and Guineas, but not your Heart'.",0,1
-272281103,-406175824,58,70,,,no,,0,1
-271490163,-931605188,78,86,,,unknown,,0,1
-271354553,-2054951906,,,,,unknown,,1196432413,1
-271218057,1574519822,8,9,,,no,,0,1
-271166804,-351618249,10,,,,unknown,,0,1
-271021069,39146746,8,10,,,no,,0,1
-271019638,1351033862,186,198,,,no,April,0,1
-270799701,-1943843367,32,32,,,no,,0,1
-270726433,-149953506,159,168,,,no,March,-988065117,1
-270654738,-1950099609,48,48,,,no,,0,1
-270596051,-279839679,99,99,,,no,,0,1
-270263220,-284147646,20,21,,,no,,0,1
-270016441,1440736030,784,784,,,unknown,,0,1
-269810393,1138897079,30,30,,,no,,0,1
-269737751,-113121700,119,119,,,no,,0,1
-269206681,-1555775810,1,23,,,unknown,,0,1
-269179749,2061152554,10,10,,,no,,0,1
-268667321,-623011369,76,80,,,no,,0,1
-268361641,-279839679,5,5,,,no,,0,1
-268141964,1427248353,25,25,,,yes,,0,1
-267862654,1124373158,334,335,,,unknown,,0,1
-267823601,575724921,211,217,,,unknown,,0,1
-267073100,1172156138,453,456,,,no,August,0,1
-266370403,-1594707420,245,245,,,no,May,0,1
-266278663,-396278499,22,37,,,no,,0,1
-265620131,1067922494,43,43,,,no,,0,1
-265560601,-1366068647,np,np,,,no,,0,1
-265535754,1439613028,338,338,,,unknown,,0,1
-265521708,-898085889,237,237,,,no,Winner of the Father Mathew Record Poetry Competition.,2058169925,1
-265383518,1626141157,259,261,,,no,"May. Referred to also as ""A March Flood"". Appeared in Pall Mall Gazette anonymously (ed.)",0,1
-265320275,276457917,v,vi,,,no,,0,1
-265310395,-1977443628,1,5,,,no,,0,1
-264917234,-300575227,57,57,,,no,,0,1
-264663040,1139857232,34,35,,,no,,0,1
-264601928,442068986,9,10,,,no,,0,1
-264543094,994097774,166,166,,,no,,0,1
-263727881,1172077206,145,145,,,no,March,,1
-263507383,-247908822,353,364,,,unknown,,0,1
-263474043,797261076,,,,,yes,,0,1
-262604994,-921447693,19,19,,,no,,0,1
-262229916,1073097823,50,50,,,no,,0,1
-262025973,210602707,13,13,,,no,,0,1
-261144764,1126085763,328,329,,,no,"Comments on 'Space Age Education', Capuchin Annual 1962.",0,1
-261063299,567349523,59,59,,,no,Printed with version by the author in Welsh. 'Llenni cau'. Part of a Special Feature on Contemporary Welsh Poetry.,0,1
-260998781,1128602390,80,80,,,no,In Memoriam Paul Sloan.,0,1
-260894581,1188974108,77,78,,,no,,0,1
-260750389,1131798224,50,50,,,no,Part of a section entitled 'A Selection of Italian Women Poets'. Translated from the Italian original by Catherine O'Brien.,0,1
-260749358,796915130,11,11,,,no,,0,1
-260507345,-1795401194,8,9,,,yes,,0,1
-260211419,-48550860,5,16,,,no,,0,1
-259804747,1694797885,30,30,,,yes,,0,1
-259554339,1182234828,63,68,,,unknown,,0,1
-258907267,1509169270,55,55,,,no,,0,1
-258485808,100315986,14,14,,,yes,,0,1
-258335343,1148984784,,,,,unknown,,1196432413,1
-257563676,1292331282,230,230,,,unknown,,0,1
-257535156,1686115209,629,629,,,no,Nov,0,1
-257529775,-1278976671,108,108,,,no,,0,1
-257413293,-129916451,41,43,,,no,"Review of Vona Groarke, Flight",0,1
-257170881,-1837890071,28,28,,,yes,,0,1
-257052400,-1682549131,103,115,,,no,,0,1
-256814820,-2032475366,157,162,,,no,March,0,1
-256667202,1567081961,47,51,,,no,Part of a feature entitled 'Poetry and Culture in the North: Two Essays'.,0,1
-256453403,-816049945,8,9,,,no,,0,1
-256139813,-1292767428,69,69,,,no,,0,1
-256006292,1662720759,20,21,,,no,,0,1
-255417111,-1853034104,,,,,unknown,,0,1
-255406650,1638014201,894,894,,,no,,0,1
-255283760,542287925,7,10,,,no,,0,1
-255256737,1135010462,82,82,,,no,,0,1
-254208925,-611046502,100,100,,,no,,0,1
-253519608,-1823010685,154,158,,,no,,0,1
-253226528,1928988223,677,677,,,no,December,0,1
-253171433,308821264,19,32,,,no,,641455451,1
-252915125,591997777,309,309,,,no,Mrs M.E. Cope,-102690076,1
-252831854,1172077206,263,265,,,no,May,0,1
-252720483,1556468364,97,112,,,no,,0,1
-252149224,1659525093,36,37,,,no,,0,1
-251934526,-1943843367,84,84,,,no,,0,1
-251435955,242618620,250,252,,,no,,0,1
-251079965,1928988223,8,11,,,no,January,0,1
-250934551,-1189564536,20,21,,,no,,0,1
-250911262,923225563,67,67,,,no,,0,1
-250458462,338568504,17,36,,,no,,-1380238807,1
-250438046,168843796,17,18,,,yes,,0,1
-250419724,-1730559018,67,79,,,yes,,0,1
-250312993,-194897130,44,45,,,no,,0,1
-250276460,-1603206465,9,9,,,no,Published in The Irish Press,1196432413,1
-250088066,-151715080,47,48,,,no,,0,1
-249991993,1131730426,97,99,,,no,,0,1
-249948122,-1631034705,,,,,unknown,,0,1
-249698067,1998614993,14,15,,,no,,0,1
-249667424,-1116893829,9,9,,,no,Published in The Irish Press.,1196432413,1
-249316362,-150965430,148,153,,,no,,0,1
