DB_id,series_title,series_sub_title,series_type,previous_id,notes
1240744704,Literature of Otherness and Identity,,article edition sub series,0,
1240891801,European Journal of Intercultural Studies,,journal,0,
1241048871,English Today,,journal,0,
1245595335,"Alexandra Magazine and English Woman's Journal, The",,journal,0,
1246655195,"Journal of Medieval and Early Modern Studies, The",,journal,0,
1246925590,"Historian, The",,journal,0,
1250736409,Man's Place is the Home,,article edition sub series,0,
1254907543,Journal of European Studies,,journal,0,
1255825362,Academy,,journal,0,
1258192025,Vintage Classics,,books,0,
1264042248,Defining the Political,,article edition sub series,0,
1268583389,Storstilsbiblioteket,,books,0,
1268657079,"Irish Review, The",,journal,0,
1269645154,Little Review,,journal,0,Chicago
1272840422,English Literary Renaissance,,journal,0,
1274016354,Shan Van Vocht,,journal,0,
1279340399,Advanced Space Reviews,,journal,0,
1279914860,Edinburgh Review,,journal,0,
1282043536,"Irish Genealogist, The",,journal,0,
1282340299,"Irish Commonwealth, The",,journal,0,
1283270316,Mallow Field Club Journal,Mallow Archaeological & Historical Society,journal,0,
1283539768,The Cornhill Magazine,,journal,0,
1284661854,Journal of Contemporary History,,journal,0,
1284683973,Labor History,,journal,0,
1285466775,Agus,,,0,
1288828125,"Capuchin Annual, The",,journal,0,
1289710874,Honesty,,journal,0,
1291707687,Women's History,,article edition sub series,0,
1298994314,The Dark Blue,,journal,0,
1301774323,Good Words,,journal,0,
1310527395,Feminist Legal Studies,,journal,0,
1316735589,Studies in Irish Literature,,books,0,
1320817849,"Crane Bag, The",,journal,0,
1321068105,Journal of International Development,,journal,0,
1324211572,"Broadsheet, A",pictures by Pamela Colman Smith and Jack B. Yeats ,journal,0,
1326619827,Lapwing Poetry Pamphlets,,books,0,
1327043480,The Woman's Herald,,journal,0,
1335220038,Contemporary British Dramatists,,books,0,
1335307599,Journal of American Studies,,journal,0,
1339604422,The Economic Foundations of the Women's Movement,,article edition sub series,0,
1340299297,Journal of the Old Drogheda Society,,journal,0,
1347653078,Keltica,,journal,0,
1352268516,Decies,,journal,0,
1353005202,Austin Clarke Broadsheet,,journal,0,
1354080858,"Irish Astronomical Journal, The",,journal,0,
1355542261,"""Daily Mail"" Sixpenny Series",,books,0,
1356190170,"Blanket, The",,journal,0,
1359521738,International Journal,,journal,0,
1361943793,"Irish Literary Gazette, The",,journal,0,
1362675417,Dublin Saturday Magazine,a Journal of Instruction and Amusement,journal,0,
1362901110,International Affairs,,journal,0,
1363248151,Everyman,An Annual Religio-cultural Review,journal,0,
1363347433,Sociologia Ruralis,Journal of the European Society for Rural Sociolog,journal,0,
1368559200,Everyday Thoughts,,article edition sub series,0,
1368703703,Gill History of Ireland,,books,0,
1369697473,Eighteenth-Century Studies,,journal,0,
1382742315,Irish Folk Music Studies,Éigse Cheol Tíre,journal,0,
1384229611,Our Foreign Postbag,,article edition sub series,0,
1386669655,Tower Press Booklets,,books,0,
1387950693,Sources for Women's Lives,,article edition sub series,0,
1388281192,In the North Countrie,,article edition sub series,0,
1390065199,Doctrine & Life,,journal,0,
1395527207,History of European Ideas,,journal,0,
1395790716,Collins' Standard Collection of British and American Authors,,books,0,
1396126645,Third Text,Critical Perspectives on Contemporary Art & Cultur,journal,0,
1396364530,Contemporary French and Francophone Studies,,journal,0,
1399361767,Journal of Co-operative Studies,,journal,0,
1401288791,"Review of Metaphysics, The",,journal,0,
1405300676,Beltaine,,journal,0,
1405412412,Belfast Penny Journal,a national miscellany of original & selected liter,journal,0,
1408700755,Child and Family Law Quarterly,,journal,0,
1412465196,Irish Journal of Feminist Studies,,journal,0,
1414639295,Different Voices,,article edition sub series,0,
1421045428,"Dolmen Miscellany of Irish Writing, The",,journal,0,
1422864511,"Health, Culture and Society",,article edition sub series,0,
1427022333,Motus,Periodical of the Arts,journal,0,
1427822354,Colby Quarterly,,journal,0,
1428178457,Illustrated London News,,journal,0,
1431084256,International Studies in Sociology of Education,,journal,0,
1432523695,"Belfast Review, The",,journal,0,
1437016768,TestArticleSubSeries,,article edition sub series,0,
1437378862,Today's Woman,A Weekly Home and Fashion Journal,journal,0,
1437639093,The Romance of the Faith,,article edition sub series,0,
1440696255,The Modern Review,,journal,0,
1447217113,Biblioteczka pod róza,,books,0,
1450106285,Folklore,,journal,0,
1450122414,Journal of Film and Video,,journal,0,
1450514389,Radical History Review,,journal,0,
1450910741,The Fortnightly Review,,journal,0,
1452530310,"Criterion, The",,journal,0,
1452801088,Conscience,,journal,0,Washington
1453083968,"Philosophical Quarterly, The",,journal,0,
1460781723,Studia Celtica,,journal,0,
1467627491,"Ulster Book, The",,journal,0,
1473920138,"Journal of Politics, The",,journal,0,
1476450338,First Causes,,article edition sub series,0,
1477842178,Chambers' Journal,,journal,0,
1481501539,Atalanta,,journal,0,
1483590566,Éigse,,journal,0,
1490791108,a:b: Auto/Biography Studies,Auto/Biography Studies,journal,0,
1497182975,Women in Ancient Ireland,,article edition sub series,0,
1502023894,Journal of Industrial Relations,,journal,0,
1503718309,"Yale Review, The",,journal,0,
1504916689,"Shamrock, The",,journal,0,
1507457281,Research Papers in Education. Policy and Practice,,journal,0,
1518208020,"Literary and Mathematical Asylum, The",,journal,0,
1519256019,Paris Review,,journal,0,
1535393726,Space Science Reviews,,journal,0,
1535421734,"Belfast Monthly Magazine, The",,journal,0,
1536646773,Abbey Theatre Series,,books,0,
1539567663,Ériu,Founded as the Journal of the School of Irish Lear,journal,0,
1540045230,Human Rights Law Journal,,journal,0,
1547206484,Donegal Annual,,journal,0,
1550032058,"North Munster Antiquarian Journal 
    Tuadh-Mhum",Irisleabhar Seandáluíochta,journal,0,
1554246451,Essays in Theatre/Études Théâtrales,,journal,0,
1554845803,Health and Hope,,article edition sub series,0,
1556726324,London Notes,,article edition sub series,0,
1561716888,Diacritics,A Review of Contemporary Criticism,journal,0,
1564061865,Macmillan's two shilling library,,books,0,
1567030723,Duffy's Hibernian magazine.,,journal,0,
1567143122,Theology,,journal,0,
1569197185,Agus,,,0,
1579764026,Home University Library of Modern Knowledge,,books,0,
1580563774,Philological Quarterly,,journal,0,
1590447032,Searchlight on Spain,,article edition sub series,0,
1591559082,"Cambridge Quarterly, The",,journal,0,
1593925166,Arlington Edition,,books,0,
1595236013,"Quarryman, The",,journal,0,
1611364514,Kyklos,International Review for Social Sciences,journal,0,
1612545292,Radical Society,Review of Culture and Politics,journal,0,
1612645389,Journal of the National Literary Society of Irelan,,journal,0,
1615484242,The Irish Press,,journal,0,
1618843190,Breifne,Journal of Cumann Seanchais Bhreifne,journal,0,
1623313222,Irish Historical Studies,,journal,0,
1623716811,Leisure Hour Series,,books,0,
1626347538,Modern Drama,,journal,0,
1627006169,"American Historical Review, The",,journal,0,
1630904218,Éiriu,,journal,0,
1632810376,"Other Clare, The",,journal,0,
1636082208,Educational and Child Psychology,,journal,0,
1638110038,Lip pamphlets,,pamphlets,0,
1638538956,InCognito,A Journal of Irish Literary Culture,journal,0,
1647049824,Irish Temperance and Literary Gazette,,journal,0,
1650894285,English Review,,journal,0,
1657218253,German History,,journal,0,
1657633257,"Memoirs of Father Russell, S.J.",,article edition sub series,0,
1658355247,Modern Language Notes,,journal,0,
1658825118,Lillie Browne,,article edition sub series,0,
1662321624,An Claideam Soluis,,journal,0,
1663163965,Michael Creedon,,article edition sub series,0,
1664464555,The Holy Door,,journal,0,
1666682606,Creation,,journal,0,
1667840078,European Journal of Philosophy,,journal,0,
1679595058,Household Hints,,article edition sub series,0,
1682561027,The National Teacher,and Irish Educational Journal,journal,0,
1682563363,The Woman's Journal,,journal,0,
1682896642,Resources for Feminist Research,,journal,0,
1689430670,Poetry Ireland Editions,,books,0,
1690247591,Target,International Journal of Translation Studies,journal,0,
1690731529,"Black Mountain Review, The",,journal,0,
1691899209,Oxford Art Journal,,journal,0,
1703172899,"Political Quarterly, The",,journal,0,
1708382231,Classic Irish Voices,,books,0,
1712188740,International Labor and Working-Class History,,journal,0,
1721706189,"Dublin Weekly Journal, The  
    miscellaneous kn","A Repository of Literature, Music and",journal,0,
1727112105,French History,,journal,0,
1734068090,"National Story Magazine, The",,journal,0,
1744321888,"Mogrel Fox, The",A Quarterly,journal,0,
1748348812,History of the Human Sciences,,journal,0,
1749700860,Poetics Today,,journal,0,
1750998443,Beggar's Bridge,Galway Writers' Workshop,journal,0,
1752625233,Harvard Gay & Lesbian Review,,journal,0,
1757126785,"Journal of Imperial and Commonwealth History, The",,journal,0,
1760614852,Agus,,,0,
1764798184,Body and Society,,journal,0,
1773809571,The Dublin Drama League,,article edition sub series,0,
1780277902,"Monthly Museum, The","or, Dublin literary repertory, of arts, science, l",journal,0,
1780949362,Medieval  and Modern Irish series,,,0,
1786708609,University Review,,journal,0,
1787282205,Race and Class,,journal,0,
1788893282,Martello Magazine,,journal,0,
1789561724,Rushlight Editions,,books,0,
1799508444,Women and Literature,,article edition sub series,0,
1800451217,Solar Physics,,journal,0,
1801762261,Blackwood's Magazine,,journal,0,
1811211109,In the Shadow of the Steeple,,journal,0,
1812409283,Frieze,Contemporary Art and Culture,journal,0,
1814413278,The Astrophysical Journal,,journal,0,
1815960080,Sganarelle,A Dublin University modern languages literary misc,journal,0,
1817234321,"Northern Magazine, The",(incorporating Garvin's Gazette),journal,0,
1820313690,Restoration and 18th Century Theatre Research,,journal,0,
1822329128,Art,,article edition sub series,0,
1823284952,London Gaelic Games and Echoes,,article edition sub series,0,
1823682249,British Journal of Criminology,,journal,0,
1825743949,Speculum,,journal,0,
1827007686,ID,,journal,0,
1830038731,Science Education,,journal,0,
1835217214,"Silver Fork Novels, 1826-1841",,books,0,
1835273925,The Home Library,,books,0,A.L Burt Co. New York
1842141634,Biography,,article edition sub series,0,
1847281228,The Guardian,,journal,0,
1849136271,Comparative Education,,journal,0,
1858118010,Anthologia Hibernica,,journal,0,
1860958887,Maastricht Journal of European and Comparative Law,,journal,0,
1864130129,Journal of Contemporary European Studies,,journal,0,
1868833742,Journal of the Old Wexford Society,,journal,0,
1875408256,Special Documents,,article edition sub series,0,
1876797860,Margaret Aylwood (1810-1889): Foundress of the Sisters of the Holy Faith,,article edition sub series,0,
1878350805,The Irish Reporter,,journal,0,
1879478750,Torriano Meeting House Poetry Pamphlet Series,,books,0,
1884819070,Now-a-days,,journal,0,
1887394988,War in History,,journal,0,
1889389813,Journal of Applied Psychology,,journal,0,
1890721232,Bradshaw's Manchester Journal,,journal,0,
1892743183,Journal of Legal History,,journal,0,
1896797642,Co-Operative Housekeeping,,article edition sub series,0,
1897676805,Nineteenth-Century Theatre and Film,,journal,0,
1898064471,Anglo-Irish Studies,,journal,0,
1901235865,Simple Lyrics and Story Poems,A New Anthology for Schools,books,0,
1902720830,"Irish Journal of Education, The",,journal,0,
1904924319,The Captain's Daughter,,article edition sub series,0,
1906873603,The Everyman Library,,books,0,
1906897285,"Irish Citizen, The",,journal,0,
1908086448,Ladies London Emancipation Society. Tracts,,books,0,
1909537505,Arethusa,,journal,0,
1914450073,English Literature in Transition 1880-1920,,journal,0,
1915672854,Progressive Ireland,,pamphlets,0,
1916284548,European Journal of Finance,,journal,0,
1923935050,Irish Educational Journal,,journal,0,
1926897678,Womanspirit,Journal of Irish Feminist Spirituality,journal,0,
1931165202,For United Irishwomen,,article edition sub series,0,
1932403130,Mediaeval and modern Irish series,,,0,
1934732273,Sociology,A Journal of the British Sociological Association,journal,0,
1936993599,Stair,,journal,0,
1943732742,Renaissance and Reformation,,journal,0,
1945884096,Aylesford Review,,journal,0,
1949054452,Philosophy and Literature,,journal,0,
1949547668,The Quarterly Review,,journal,0,
1950392387,"Journal of Political Philosophy, The",,journal,0,
1953227643,Molly's Fortunes,,article edition sub series,0,
1960387581,An Connachtach,,journal,0,
1960949247,French Forum,,journal,0,
1963123722,A Celtic Christmas,,journal edition sub series,0,Irish Homestead Christmans Number
1963573236,Journal of the Old Athlone Society,,journal,0,
1965588084,Oral History,,article edition sub series,0,
1970804729,Hermes,An Illustrated University Literary Quarterly,journal,0,
1971302597,Woman's Way,,journal,0,
1978347990,The Coole Edition of Lady Gregory's Works,,books,0,
1985270695,"Circle, The",organ of the Dublin writer's circle,journal,0,
1994571162,"Föoct na Mide 
    Society.",Records of Meath Archaeological and Historical,journal,0,
1994755569,"Belfry, The","a series of quarterly papers on art, history, and ",journal,0,
1998298166,Slavic Review,,journal,0,
2000810012,"Catholic Historical Review, The",,journal,0,
2003154821,Intellectual Observer,,journal,0,
2003675785,European Journal of Social Psychology,,journal,0,
2005748698,Drama Notes,,article edition sub series,0,
2006581425,"Crime, Law and Social Change",,journal,0,
2006664953,Social Identities,"Journal for the Study of Race, Nation and Culture",journal,0,
2010190429,"Review of Contemporary Fiction, The",,journal,0,
2010792095,Novel,A Forum on Fiction,journal,0,
2017531783,Theory Culture & Society,,journal,0,
2019743755,Unwanted Ones,,article edition sub series,0,
2020577254,"The Fairy in the Streaked Tulip of Suibhne Geilt, Cennfaeladh O Neill, and William Blake",,article edition sub series,0,
2021347960,Harvard Gay & Lesbian Review,,journal,0,
2021940881,Hutchinson's Select Novles,,books,0,
2023031824,"Ulster Magazine, The",,journal,0,
2025239748,"Arrow, The",,journal,0,
2031484938,"Dubliner, The",,journal,0,
2031830267,Education 3-13,,journal,0,
2036161748,"Economic History Review, The",,journal,0,
2044391857,"Dublin Monthly Magazine, The",,journal,0,
2045074754,Philosophy,,journal,0,
2046601643,Varia,,article edition sub series,0,
2046988785,Purpose,,journal,0,
2047743345,"Irish Sword, The",The Journal of the Military History Society of Ire,journal,0,
2051526567,Catholic World,,journal,0,
2056911512,Poetical Remains of the Late Mrs James Gray,,article edition sub series,0,
2058169925,Recall for Twelve,,article edition sub series,0,
2065868109,Journal of Social Work,,journal,0,
2070600267,Éire-Ireland,,journal,0,
2072669211,World of Irish Nursing,,journal,0,
2073515605,A Spring Garland,,article edition sub series,0,
2074628526,London Review of Books,,journal,0,
2079489030,Journal of Celtic Linguistics,,journal,0,
2081565586,"Broadside, A",New series. Editors: Dorothy Wellesley and W. B. Y,journal,0,
2081920315,Minerva,A Magazine of Modern Poetry,journal,0,
2083417010,"Canadian Journal of Irish Studies, The",,journal,0,
2092489471,London Society,,journal,0,
2092538925,Symbiosis,A Journal of Anglo-American Literary Relations,journal,0,
2102202095,Conscience,,journal,0,Washington
2102634884,Interpretation,A Journal of Political Philosophy,journal,0,
2107423315,"Citizen, The",,journal,0,
2114902485,"JMI, The",The Journal of Music in Ireland,journal,0,
2118073204,Mail on Sunday,,journal,0,
2119121915,Film History,,journal,0,
2123346193,Theatre Journal,,journal,0,
2126018785,The Glories and Realities of War,,article edition sub series,0,
2130351092,The Shrines and Sepulchres of Ireland's Illustrious Dead,,article edition sub series,0,
2130484650,Agatha,A magazine of social reform and general literature,journal,0,
2130517757,The New Review,,journal,0,
2133234459,Work in Progress,,article edition sub series,0,
2133383819,Contemporary European History,,journal,0,
2137778598,In Memoriam,,article edition sub series,0,
2138763760,Munro's Library,,books,0,
2142537681,Belfast Man's Journal,Francis Davis,journal,0,
2143248120,European Journal of Political Research,,journal,0,
