publication_id,published_in,start_page,end_page,illustrated,notes
-759919604,1184963784,194,206,no,
-759891828,641538878,1533,1536,no,"FD section 'Women in the North of Ireland'. First published in the Sunday Tribune, 29 June 1997."
-759564361,-1676398004,,,unknown,
-757674530,1454525488,7,14,no,
-754520644,-1285562772,,,unknown,
-753082615,641538878,1381,1381,no,FD section 'Contemporary Poetry'.
-752456484,641538878,681,683,no,
-749271045,-971430189,60,61,unknown,
-747055050,18383829,6,6,unknown,
-746608267,-1285562772,,,unknown,
-745748992,377116674,,,unknown,
-743748192,1176462032,54,54,unknown,
-738555359,1519339388,647,649,unknown,
-737202125,1155205332,1,5,no,
-736691964,-499052007,,,no,
-736681306,1176462032,9,9,unknown,
-733812768,267225311,,,no,"Published in Womens Work IX,"
-733045912,641538878,1444,1445,no,"FD section 'Republic of Ireland: Politics of Sexuality. 1965-2000'. First published in the Irish Times, 13 Mar 1985."
-732824518,-2082907021,,,unknown,
-732473612,729139726,,,no,
-731196984,1176462032,25,25,unknown,
-731023241,641538878,558,558,no,FD section 'The Labour Movement 1800-2000'. First published in the proceedings of a Special Delegate Conference of the Irish Trades Union Congress.
-729665383,706017594,,,no,
-729467060,641538878,760,761,no,"FD section 'Mountjoy Female Prison and Female Convicts'. First published in the Preliminary Report of the Royal Commission Appointed to Inquire into the Administration, Discipline, and Condition of Prisons in Ireland, HC [4233], 1884-5, xxxviii."
-727024698,1202738011,51,54,no,
-726020012,1176462032,53,53,unknown,
-725740004,-701339192,,,unknown,
-725118427,-82109711,74,110,no,
-723183271,641538878,558,559,no,FD section 'The Labour Movement 1800-2000'.
-722463966,-140080942,24,24,unknown,
-721687994,641538878,531,532,no,FD section 'The Economy from 1850'.
-719451987,641538878,1409,1415,no,
-719156802,-1888346864,,,unknown,
-715387461,1519339388,544,547,unknown,
-713830435,680885255,101,115,yes,
-712982017,-971430189,58,58,unknown,
-710814988,-1210177322,i,vii,no,
-705546655,1519339388,547,550,unknown,
-703928281,18383829,52,52,unknown,
-702751484,-2098903,18,19,unknown,"winner, under-14"
-700661824,641538878,1332,1332,no,FD section 'Contemporary Poetry'.
-700375129,902695634,,,unknown,
-699084940,548479339,14,14,unknown,
-697049966,1285404868,,,unknown,
-696911599,641538878,1345,1346,no,FD section 'Contemporary Poetry'.
-689982379,887901212,253,259,unknown,
-688075991,641538878,138,139,no,"FD section 'Women and Politics in Indepenent Ireland, 1921-68'."
-682799770,1683210872,,,unknown,
-682552471,1519339388,541,542,unknown,
-680271272,1155205332,1099,1100,no,"FD section 'Lesbian Encounters, 1745-1997'."
-677405330,1146062146,,,unknown,
-677399327,1176369270,65,65,unknown,
-676542146,18383829,27,27,unknown,
-675993887,-1007441349,,,unknown,
-675129100,34921189,,,no,
-669100383,-1996173154,,,unknown,
-668823916,-441831166,,,unknown,
-668683716,-1896946720,46,47,unknown,
-667994846,-2082907021,,,unknown,
-665606595,641538878,1022,1023,no,"FD section 'Identity and Opposition: Women's Writing, 1890-1960'."
-665345773,641538878,363,365,no,"Fd section 'Women, Politics and the State in Northern Ireland, 1918-66'. Debate on 15 Nov 1927, edited from Northern Ireland House of Commons Debates, Hansard, pp. 2903-7."
-665109440,641538878,669,669,no,FD section 'Education in Twentieth-Century Ireland'.
-664548104,641538878,308,309,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. First published in the Irish Times, 6 Dec 1999."
-663615142,1176462032,18,18,unknown,
-659103348,548479339,177,179,unknown,
-656277749,1176369270,4,4,unknown,
-653100336,-633798775,98,98,unknown,
-652077570,1729651922,,,unknown,
-648580749,516789356,,,unknown,
-647021922,-1692346770,111,132,no,
-646130695,-1623861544,10,11,unknown,"winner, under-9"
-645783418,1176369270,48,48,unknown,
-645583761,641538878,1317,1317,no,FD section 'Contemporary Poetry'.
-644892657,1176369270,3,3,unknown,
-644515344,641538878,211,213,no,"FD section 'The Women's Movement in the Republic, 1968-80'. Speech in 20 February 1974."
-641395063,793969391,,,unknown,
-638988026,1155205332,617,619,no,"FD section 'Religious Conviction: Women's Voices, 1900-2000'."
-638922149,641538878,858,865,no,"FD section 'Women's Narratives, 1800-40'."
-637453928,641538878,1390,1390,no,FD section 'Contemporary Poetry'.
-636869215,-740536507,,,no,
-636789977,-1896946720,33,34,unknown,
-630154226,-2101122274,90,91,unknown,Published in Shan Van Vocht 1:7 (1896)
-629423888,-45785564,,,unknown,
-625945578,-314162269,,,no,
-624391173,423919546,44,44,unknown,
-618896325,1040554684,32,33,no,winner under-9 story
-618138064,1262484392,220,238,no,
-618113298,-2082907021,,,unknown,
-615446289,641538878,1305,1305,no,FD section 'Contemporary Poetry'.
-614052185,-1757064847,191,191,unknown,Published in Verse 16 (1999)
-613182942,1155205332,1324,1326,no,FD section 'The Song Tradition'. IFC 1280 original recording.
-612612599,1176462032,35,35,unknown,
-611206323,-2049414819,,,unknown,
-610538790,1176369270,76,76,unknown,
-606920376,18383829,16,16,unknown,
-601334978,1155205332,898,899,no,
-598233093,1519339388,52,53,unknown,
-595983618,1176369270,19,19,unknown,
-592869127,-2017592575,,,unknown,
-589677549,1655293102,,,unknown,
-582577247,-1896946720,27,28,unknown,
-582433925,641538878,1461,1462,no,FD section 'Republic of Ireland: Politics of Sexuality. 1965-2000'.
-579521526,-2069378448,67,74,unknown,
-577705011,-1209873395,356,368,no,
-577648521,-1024243326,48,49,unknown,
-571696787,1187028408,122,129,no,Winner of the Rooney Prize in 1991
-569630426,-140080942,9,9,unknown,
-569105925,1155205332,1410,1411,no,"FD section 'Spirituality and Religion'. Original in IFC 1650, pp. 62-63."
-568482132,1363738452,,,no,
-565296409,641538878,918,919,no,"FD section 'Ireland/Herland: Literary Nationalism, 1845-1916'."
-563346796,641538878,1430,1430,no,FD section 'Republic of Ireland: Politics of Sexuality. 1965-2000'.
-562929608,-140080942,9,9,unknown,
-561361422,680885255,169,180,yes,
-560657897,641538878,249,250,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. Debate on 19 February 1986."
-560087714,641538878,1506,1506,no,"FD section 'Women in the North of Ireland'. First published in a pamphlet Yarns and Poems of the Mill by Anderson News, 1989."
-559736664,-971430189,70,70,unknown,
-559086715,1519339388,734,735,unknown,
-558860468,725232681,,,unknown,
-557927889,1519339388,580,583,unknown,
-557141688,-140080942,39,39,unknown,
-554331454,548479339,14,14,unknown,
-553015491,426439803,157,172,no,
-552194841,1187028408,120,121,no,Winner of the Rooney Prize in 1990
-551759141,641538878,1318,1318,no,FD section 'Contemporary Poetry'.
-550375013,-1577266444,99,113,no,Study of Sara Berkeley
-549994782,1155205332,1365,1367,no,
-548841842,641538878,880,884,no,"Fd section 'Women's Narratives, 1800-40'."
-548399229,-2075649395,,,unknown,
-547475323,1146295359,,,no,
-544064650,1155205332,1359,1360,no,FD section 'The Song Tradition'. IFC/DISC 2300 (1956)
-538459500,-971430189,82,82,unknown,
-535717370,641538878,209,209,no,"FD section 'The Women's Movement in the Republic, 1968-80'. First published in the Irish Press, 25 June 1966."
-534589935,-971430189,24,24,unknown,
-533089994,-1210177322,230,244,no,
-532936146,722738666,102,126,no,
-532675672,548479339,147,147,unknown,
-531367400,18383829,38,38,unknown,
-531326276,641538878,1507,1507,no,FD section 'Women in the North of Ireland'. First published in Cyphers 1979.
-530449010,1040554684,37,39,unknown,
-530124766,-140080942,41,41,unknown,
-529713240,-2082907021,,,unknown,
-529432031,567714609,73,73,unknown,
-527868030,548479339,155,157,unknown,
-527803915,641538878,1374,1374,no,FD section 'Contemporary Poetry'.
-527620314,641538878,895,900,no,
-526176945,1155205332,1353,1354,no,FD section 'The Song Tradition'. IFC recording IFC/FMS TM T 19/A/10 (1971)
-525073543,-1896946720,40,41,unknown,
-524434299,-1757064847,222,223,unknown,
-524368392,641538878,1401,1401,no,FD section 'Contemporary Poetry'.
-522893195,641538878,1395,1395,no,FD section 'Contemporary Poetry'.
-522444736,723038107,,,unknown,
-521977947,1519339388,684,685,unknown,
-521196345,641538878,215,215,no,"FD section 'The Women's Movement in the Republic, 1968-80'."
-520285474,1184236260,,,no,
-520037698,641538878,432,434,no,"FD section 'Women and Politics in Northern Ireland, 1993-2000'. First published in Fortnight, March 1999."
-519721438,1155205332,702,705,no,"First published in Womanspirit, vol 5, no 2 (Oct, 1991). FD section 'Theology and Ethics: The Twentieth Century'."
-516716257,887901212,68,73,unknown,
-515643170,-1896946720,46,46,unknown,
-514643491,641538878,283,284,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. First published in the Sunday Tribune, 3 Dec 1995."
-513117561,1519339388,712,712,unknown,
-512563344,-2082907021,,,unknown,
-507544142,1186650775,150,158,yes,
-505945796,1155205332,604,605,no,"Undated essay reprinted as a leaflet from the Wayfarer, the in-house journal o the Society of Friends at Friends' House, London. FD section 'Religious Conviction: Women's Voices, 1900-2000'."
-504739332,1155205332,542,544,no,"FD section 'The Century of Religious Zeal, 1800-74'."
-504679069,641538878,1300,1301,no,FD section 'Contemporary Poetry'.
-503534357,641538878,241,242,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'."
-499771041,1165573416,236,254,no,
-499228200,1202738011,45,50,no,
-497545993,-1896946720,6,6,unknown,
-495290802,-140080942,42,42,unknown,
-494090489,-996415434,163,176,no,
-491882537,-1801548117,35,36,unknown,
-490337897,1262484392,125,143,no,
-489936613,1155205332,1119,1121,no,"FD section 'Lesbian Encounters, 1745-1997'. 'Beginning'. 'Friendship', 'Come Quietly or the Neighbours will Hear',"
-487443479,-971430189,37,,unknown,
-486320873,1155205332,635,636,no,Féar Suiathinseach/Miraculous Grass. Translated by Seamus Heaney in Pharaoh's Daughter (1990). FD section 'Poetry of the Spirit'.
-484837001,1155205332,1451,1452,no,FD section 'Writing Oral Traditions'.
-483754660,2054246404,79,99,no,
-480527909,1155205332,1058,1059,no,"FD Section 'Erosion of Heterosexual Consensus, 1940-2001'."
-477140461,1097705100,,,unknown,
-476352153,-1896946720,11,11,unknown,
-475799518,18383829,18,18,unknown,
-473683566,641538878,269,271,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. First published in In Dublin, 22 Sept 1983."
-473027365,18383829,56,56,unknown,
-471278649,751567631,294,309,unknown,
-470965881,1176369270,61,61,unknown,
-470304436,641538878,1341,1341,no,FD section 'Contemporary Poetry'.
-469334744,1178706087,21,23,unknown,winner under-12 story
-465754600,641538878,1107,1108,no,"FD section 'Women's History and Women Historians, 1840-1945'."
-465672100,1184963784,117,126,no,
-461679866,1176462032,19,19,unknown,
-457360721,-1919863437,,,no,
-457137125,641538878,281,282,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'."
-456548190,641538878,1322,1323,no,FD section 'Contemporary Poetry'.
-456203016,-2082907021,,,unknown,
-453571755,1240233664,89,112,yes,
-451487976,-1757064847,87,87,unknown,
-451328914,-451078063,96,97,unknown,
-450849724,-996415434,59,73,no,
-449407335,-2069378448,294,301,unknown,
-449156111,1176369270,31,31,unknown,
-448045325,1155205332,730,732,no,FD section 'Workhouses'. First published 1861.
-447702318,-2098903,22,24,unknown,winenr under-16
-446850023,1519339388,658,658,unknown,
-446415011,-971430189,11,11,unknown,
-444574331,202836726,,,unknown,
-442522973,-1195947481,,,unknown,
-441655793,-330352809,,,unknown,
-440453811,250892043,,,no,
-437973300,-2082907021,,,unknown,
-436836502,548479339,134,134,unknown,
-435925195,1279486010,188,192,no,
-435143659,1141057531,582,585,no,Author described as 'The Foremost Authority'
-434674629,641538878,1507,1508,no,FD section 'Women in the North of Ireland'.
-434294755,-869576681,,,unknown,
-434205005,641538878,240,240,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. First published in Women's Political Association Journal, no 24 (1988)"
-433113359,641538878,405,407,no,"FD section 'Political Activism in Northern Ireland, 1960-93'. First published in Journal of Women's History, 6-7 (1995)"
-432190960,-2082907021,,,unknown,
-431662261,1006979449,,,no,
-430985788,-1514288721,,,unknown,
-430944141,641538878,884,893,no,"FD section 'Women's Narratives, 1800-40'."
-430682267,-1801548117,26,28,unknown,
-429269702,2068520005,266,266,no,
-427934049,641538878,755,756,no,Fd section 'Mountjoy Female Prison and Female Convicts'. First published in the Transactions of the National Association for the Promotion of Social Science (1862).
-427801447,1519339388,318,320,unknown,
-425549733,-72780705,,,unknown,
-424215348,-140080942,18,18,unknown,
-420734865,2129094768,,,unknown,
-420190622,1185567039,,,unknown,
-419339538,641538878,1487,1490,no,"FD section 'Women in the North of Ireland, 1969-2000'. First published in Magill, Oct 1980."
-419041049,-987510022,184,201,no,
-417560284,-1745506854,131,151,no,
-415828114,70947303,,,no,
-415443918,-1213415789,,,unknown,
-412694961,641538878,1279,1280,no,FD section 'Contemporary Women Playwrights'.
-409111875,1155205332,1331,1331,no,FD section 'The Song Tradition'. IFC 1289D/23 (1992)
-408475940,-1907320341,33,33,no,
-407241004,-78472961,,,unknown,
-405370850,0,,,unknown,
-404466104,405164103,,,no,
-403295994,-971430189,1,1,unknown,
-402873245,641538878,198,199,no,"FD section 'The Women's Movement in the Republic, 1968-80'. First published in the Irish Times, 14 April 1971."
-401733220,18383829,29,29,unknown,
-401237249,894285905,137,150,no,
-398894511,1155205332,1214,1218,no,
-397298527,-2069378448,208,211,unknown,
-396147293,894285905,,,unknown,
-394974941,1176462032,62,62,unknown,
-392263761,-1896946720,8,9,unknown,
-391964615,-1755149542,,,unknown,
-390513615,-1757064847,101,101,unknown,
-388061258,1186387580,19,30,no,
-387481793,-2077755318,29,42,no,
-387046625,641538878,1513,1515,no,FD section 'Women in the North of Ireland'.
-386363397,1187005574,53,61,no,
-386321485,426439803,245,266,no,
-385117159,-2101122274,28,29,unknown,
-383728395,91539896,63,82,unknown,
-379635996,1990952211,158,170,no,
-378107248,2091698419,,,unknown,
-377625152,-140080942,31,31,unknown,
-375245041,-1896946720,63,64,unknown,
-374203254,-4139524,,,no,
-373137892,,,,no,"Story ""Taximan are invisible"""
-372870861,1834302610,71,73,unknown,
-369855902,-1839002092,,,no,
-369645025,-1896946720,14,15,unknown,
-365053793,-1896946720,60,60,unknown,
-364880439,1176369270,44,44,unknown,
-363522438,-2072317110,197,231,yes,
-362927032,-140080942,23,23,unknown,
-361738021,641538878,694,695,no,"FD section 'Philanthropic Insitutions of 18th Century Ireland'. Original in the Sisters of Charity Archives, Sandymount, Dublin."
-360878116,1155205332,979,979,no,"FD section 'Public Discourse, Private Relfection, 1916-70'.'Circumspection'."
-360467745,1187005574,191,200,no,
-359716930,-971430189,44,,unknown,
-357388233,1155205332,627,628,no,"Oíche Nollag/Christmas Eve, Sunt Lacrmiae Rerum/Lament. From the Flowering Tree (Dublin: Wolfhound Press, 1995). FD section 'Poetry of the Spirit'."
-356364762,-693423494,,,unknown,
-351439430,1176462032,56,56,unknown,
-351275216,641538878,1319,1319,no,FD section 'Contemporary Poetry'.
-350723013,-2018807990,,,unknown,
-350432041,423919546,12,13,unknown,
-350380410,1174414208,,,unknown,
-350268859,18383829,44,44,unknown,
-350146583,-725429263,20,21,unknown,under 14
-349218831,-971430189,34,,unknown,
-344523820,1155205332,1133,1134,no,"Poems circulated in manuscript and read at poetry readings in the early 1990s. FD section 'Lesbian Encounters, 1745-1997'."
-343694406,1155205332,557,559,no,"FD section 'The Century of Religious Zeal, 1800-74'"
-342276971,1176462032,42,42,unknown,
-340407449,18383829,66,66,unknown,
-339333356,641538878,1358,1358,no,FD section 'Contemporary Poetry
-338708901,1182577573,,,unknown,
-338411055,1157625973,,,no,
-337742357,1878910952,,,unknown,
-336889489,-1896946720,30,31,unknown,
-336326767,1155205332,521,522,no,"Extract from a memoir written in 1803-4 by 'Mary' addressed to Mother Ignatius Doran, Reverend Mother of George's Hill Presentation Convent, Dublin. Original in George's Hill Convent archives, prepared for publication by Alred O'Rahilly, 'A Letter about Miss Mulally and Nano Nagle', Irish Ecclesiastical Record [ital], 5th series, vol. 40 (Jul-Dec 1932), pp. 474-81, 619-24. FD section 'The Re-emergence of Nuns and Convents, 1800-1962'."
-335992982,641538878,353,354,no,
-335959153,423919546,20,20,unknown,
-335083916,1099614823,,,unknown,
-332968793,-1208681518,217,231,no,
-332792336,18383829,2,2,unknown,
-331532282,641538878,772,777,no,
-331189305,-330352809,,,unknown,
-330169224,1176369270,14,14,unknown,
-329280239,-140080942,2,2,unknown,
-328443053,641538878,442,444,no,"FD section 'Women and Politics in Northern Ireland, 1993-2000'. First published in Magill, May 2000."
-323969071,1176369270,69,69,unknown,
-321231195,1176369270,52,52,unknown,
-321087328,-2098903,10,12,unknown,"winner, under-12"
-321062875,-996415434,32,42,unknown,
-320475370,1141057531,215,222s,yes,
-318639679,-1896946720,17,17,unknown,
-317729508,641538878,1349,1349,no,FD section 'Contemporary Poetry'.
-315275784,-1618000457,,,unknown,
-315091575,-996415434,1,13,no,
-314804548,1853809141,1144,1148,no,FD section 'Contemporary Fiction'.
-314025305,-1840741871,,,no,
-313051362,641538878,449,451,no,"FD section 'Women and Politics in Northern Ireland, 1993-2000'. Lecture to the Irish Council for Civil Liberties Working Conference on Women's Rights as Human Rights, March 1997."
-312223370,1155205332,881,883,no,"FD section 'Sexual Expression and Genre, 1801-1917'."
-310609443,-1209873395,279,286,no,
-308471932,641538878,1525,1525,no,FD section 'Women in the North of Ireland'.
-307280842,641538878,1342,1342,no,FD section 'Contemporary Poetry'.
-306538303,-971430189,49,,unknown,
-306151482,436291330,80,80,no,
-303902293,-2018807990,,,unknown,
-302288072,641538878,1395,1395,no,FD section 'Contemporary Poetry'.
-301285976,-633798775,109,110,unknown,
-299462283,-1896946720,9,10,unknown,"Published in Poetry Ireland v31, 1991"
-298995173,-1896946720,16,17,unknown,
-298719518,-441831166,,,unknown,
-296894401,-971430189,38,38,unknown,
-295403971,641538878,1462,1464,no,FD section 'Republic of Ireland: Politics of Sexuality. 1965-2000'.
-295201113,-1907320341,7,7,unknown,
-293950377,641538878,986,996,no,"FD section 'Identity and Opposition: Women's Writing, 1890-1960'."
-292361838,-1623861544,18,19,unknown,under 14
-291798969,641538878,292,295,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. First published in the Sunday Business Post, 6 Feb 2000."
-291250527,423919546,49,49,unknown,
-290786345,-1209873395,271,278,no,
-287600655,1176462032,43,43,unknown,
-286661840,352078869,580,584,no,
-285338006,-82109711,11,21,no,
-285299030,641538878,274,274,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. First published as a pamphlet in 1986."
-284528932,641538878,1336,1336,no,FD section 'Contemporary Poetry'.
-284147991,-1209873395,11,25,no,
-280929554,641538878,902,903,no,"FD section 'Ireland/Herland: Literary Nationalism, 1845-1916'. First published in The Nation, 21 Nov 1846."
-279937423,-178726940,,,no,
-279543949,1176369270,67,67,unknown,
-279165592,641538878,752,754,no,
-277140405,-1230953725,205,220,unknown,
-274237551,641538878,677,678,no,FD section 'Education in Twentieth-Century Ireland'.
-265261373,548479339,77,77,unknown,
-264346803,751567631,447,462,unknown,
-263155007,1079916148,1,17,unknown,
-262296731,-1209873395,234,252,no,
-261634481,-912726144,131,140,no,
-256959304,267225311,,,no,
-254078082,548479339,132,132,unknown,
-251452520,-2082907021,,,unknown,
-249614551,1519339388,631,632,unknown,
-247361266,267225311,,,no,
-244636964,-971430189,68,68,unknown,
-244592149,-1757064847,189,189,unknown,
-242415434,18383829,16,16,unknown,
-242122814,-971430189,49,49,unknown,
-241776223,641538878,1495,1496,no,"FD section 'Women in the North of Ireland, 1969-2000'."
-236846151,641538878,1350,1350,no,FD section 'Contemporary Poetry'.
-234504502,1519339388,540,541,unknown,
-234323631,1519339388,587,587,unknown,
-233999550,641538878,756,756,no,"FD section 'Mountjoy Female Prison and Female Convicts'. Original MS file S.P.O., G.P.O./1872/Mountjoy 57, NAI."
-233972728,-1757064847,53,53,unknown,
-232785116,641538878,1668,1671,no,FD section 'Ethnicitie'.
-232241219,-971430189,28,29,unknown,
-230159138,641538878,1424,1426,no,FD section 'Republic of Ireland: Politics of Sexuality. 1965-2000'.
-228571988,361062341,,,unknown,
-228010937,-1801548117,117,117,unknown,
-227767686,1618386496,37,50,no,
-226857991,641538878,1623,1626,no,"FD section 'Feminism, Culture and Critique in English'."
-226408373,1155205332,1354,1355,no,FD section 'The Song Tradition'. Original from BBC recording 1947.
-225134445,641538878,1501,1505,no,FD section 'Women in the North of Ireland'.
-224895849,1655293102,,,unknown,
-224540544,-1548069,12,13,unknown,
-223705570,-140080942,37,37,unknown,
-222585379,-1801548117,36,36,unknown,
-218725443,1413911803,,,no,
-218203487,-1523921374,,,unknown,
-216938789,1187005574,216,227,no,
-212555373,-1671361254,,,unknown,
-211132743,887901212,168,174,unknown,
-210385448,436291330,79,79,no,
-208515962,1176369270,77,77,unknown,
-207207272,-971430189,51,,unknown,
-206492318,18383829,12,12,unknown,
-205118991,1178026968,138,143,unknown,
-205070375,1175079171,73,78,no,
-204945698,694946714,,,unknown,
-204803437,1176369270,27,27,unknown,
-200413806,548479339,6,7,unknown,
-197327696,641538878,1116,1117,no,"FD section 'Women's History and Women Historians, 1840-1945'. First published in the Journal of the Galway Archaeological and Historical Society, vol 18 (1939)."
-196721697,641538878,524,525,no,"FD section 'Property, Work and Home, c. 1170-1850'."
-194938480,1051526418,,,no,
-194535295,1155205332,1348,1350,no,"Fd section 'The Song Tradition'. From Sorcha Ní Chuairim Sings Traditional Songs (New York: Folkway Records, 1957)"
-192844412,2068520005,442,442,no,
-192161483,-1896946720,31,31,unknown,
-191209344,1155205332,1429,1429,no,FD section 'Work and Play.
-191173094,641538878,1222,1227,no,FD section 'Contemporary Fiction'.
-188626433,1187005574,41,45,no,
-188529408,241588665,53,54,unknown,
-187399465,641538878,1363,1363,no,FD section 'Contemporary Poetry'.
-186574464,548479339,158,161,unknown,
-186083256,641538878,1351,1352,no,FD section 'Contemporary Poetry'.
-185753062,1155205332,674,680,no,FD section 'Theology and Ethics: The Twentieth Century'.
-183583261,-1896946720,12,12,unknown,
-183039436,1848492973,,,unknown,
-182717817,1155205332,1114,1116,no,"FD section 'Lesbian Encounters, 1745-1997'."
-181059615,-1240187704,,,unknown,
-180986906,641538878,309,311,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. First published in the Irish Times, 8 Apr 2000."
-179944251,641538878,596,597,no,"FD section 'Women of the House, 1800-1950'. Edited from NLI MS 5985."
-179620183,-1122930052,148,167,no,
-177021104,1155205332,1305,1306,no,FD section 'Legends of the Supernatural'.
-175730412,-725429263,28,29,unknown,under 18
-171729051,732447479,130,148,no,
-171641844,722738666,245,256,no,
-170936323,-1896946720,6,7,unknown,
-170024992,-1896946720,50,50,unknown,
-169717046,-1896946720,47,47,unknown,
-169443602,641538878,282,283,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. Speech to ICA, 23 Feb 1994."
-165833784,1176462032,51,51,unknown,
-162896108,-145657772,71,91,unknown,
-162742782,1184963784,170,180,yes,
-161794758,2129094768,,,unknown,
-160157165,1187005574,244,256,no,
-153793662,1848492973,,,unknown,
-153591847,-692214918,186,199,no,
-153580144,1176462032,10,10,unknown,
-153527985,1141057531,505,507,no,
-153056775,1519339388,708,709,unknown,
-152331432,1155205332,1351,1352,no,"FD section 'The Song Tradition'. From Mrs Sarah Makem: Ulster Ballad Singer (London: Topic Records, 1968)."
-150681766,641538878,1139,1141,no,"FD section 'Contemporary Fiction'. First published in Comhar, July 1948."
-150171429,641538878,1368,1369,no,FD section 'Contemporary Poetry'.
-150087487,641538878,1397,1398,no,FD section 'Contemporary Poetry'.
-149846601,-971430189,62,62,unknown,
-149657271,641538878,986,986,no,"FD section 'Identity and Opposition: Women's Writing, 1890-1960'."
-148283085,-2069378448,257,262,unknown,
-147845306,-82109711,202,221,no,
-146435539,2058378576,191,202,unknown,
-143486340,641538878,904,905,no,"FD section 'Ireland/Herland: Literary Nationalism, 1845-1916'."
-143056603,1155205332,529,532,no,"FD section 'The Re-emergence of Nuns and Convents, 1800-1962'."
-142609770,1155205332,933,950,no,"FD section 'Public Discourse, Private Reflection, 1916-70'."
-142057765,1141057531,299,301,no,
-140808278,641538878,99,100,no,"FD section 'Women and Politics, 1860-1918'. Lecture delivered to the Student's National Literary Society, Dublin, 1909."
-139352478,-140080942,6,6,unknown,
-138449078,1040554684,13,16,unknown,winner under 18 story
-137123355,641538878,6,12,no,
-135308335,641538878,1512,1513,no,FD section 'Women in the North of Ireland'.
-134328463,1186650775,285,294,yes,
-129348410,1330340266,1,12,unknown,
-129216036,-2082907021,,,unknown,
-128705080,1176369270,7,7,unknown,
-126583293,641538878,1024,1025,no,"FD section 'Identity and Opposition: Women's Writing, 1890-1960'. First published in Poetry Ireland, vol 9 (April 1950)."
-125558347,641538878,1380,1380,no,FD section 'Contemporary Poetry'.
-125542098,641538878,1354,1355,no,FD section 'Contemporary Poetry'.
-124960293,1186055018,153,156,no,
-124728606,-996415434,227,237,no,
-123036552,1174414208,47,60,no,
-122295590,641538878,104,107,no,"FD section 'Women and Politics, 1860-1918'. Account of the Easter Rising, published in the Atlantic Monthly (1916)."
-120507601,-1024243326,88,88,unknown,under 12 poem
-117962776,-1857982938,101,109,unknown,from 2001
-115281636,641538878,1388,1388,no,FD section 'Contemporary Poetry'.
-112669141,1197822356,749,751,yes,
-112013818,18383829,39,39,unknown,
-111808582,1176369270,12,13,unknown,
-111223590,-140080942,34,34,unknown,
-110604253,6976041,,,unknown,
-110249864,1176462032,30,30,unknown,
-108750590,1157986840,70,81,no,
-108318144,-454661744,,,no,
-107234640,-1896946720,1,1,unknown,
-105148119,-996415434,,,unknown,
-104601077,641538878,1007,1011,no,"FD section 'Identity and Opposition: Women's Writing, 1890-1960'."
-103880359,-1024243326,75,79,unknown,
-103764911,1197822356,993,998,yes,
-102287523,-2076710591,,,no,
-99342958,-1870854362,13,29,no,
-98549742,-856709638,,,unknown,
-97824646,641538878,625,626,no,"FD section 'Women of the House, 1800-1950'."
-97801595,1176369270,64,64,unknown,
-96641178,1176369270,15,15,unknown,
-96283094,-1200703264,,,no,
-95928581,1518350036,,,unknown,
-95424005,-2069378448,212,222,unknown,published in Anthology of Irish Literature (1954)
-94194481,-284309987,2,32,no,
-93310832,18383829,28,28,unknown,
-87922704,641538878,1377,1378,no,FD section 'Contemporary Poetry'.
-87517691,-82109711,390,,no,
-86778630,1155205332,615,617,no,"First published in Womanspirit, Autumn 1987, pp. 4-5. FD section 'Religious Conviction: Women's Voices, 1900-2000'."
-83860139,1155205332,1182,1182,no,"FD section 'Love and Desire in Writing for Children, 1791-1979'."
-82540087,887901212,3,34,unknown,
-81883697,641538878,1227,1229,no,
-81521841,641538878,1536,1538,no,"FD section 'Women in the North of Ireland'. First published in the Sunday Tribune, 24 Aug 1997."
-80113801,-996415434,252,266,no,
-80093753,1219299343,,,no,
-79412798,1155205332,1391,1392,no,FD Section 'Lamenting the Dead'. First published in Béaloideas (1929)
-79082240,436291330,67,67,no,
-79016830,-971430189,72,72,unknown,
-75324435,-1209873395,188,201,no,
-74352882,-1757064847,60,60,unknown,
-71240945,1519339388,620,620,unknown,
-68687582,,,,unknown,
-65247633,18383829,49,49,unknown,
-63521397,548479339,51,52,unknown,
-62727727,-1757064847,250,251,unknown,
-61853305,1155205332,1105,1107,no,"FD section 'Lesbian Encounters, 1745-1997'."
-60592481,1183015742,,,unknown,
-59197037,641538878,152,153,no,"First published in Seanad Éireann Debates, vol 8, 30 March 1927. FD section 'Women and Politics in Indepenent Ireland, 1921-68'."
-58313488,1992982229,,,unknown,
-55464615,-987510022,vii,viii,no,
-54718537,-2069378448,249,251,unknown,
-52261433,1176369270,6,6,unknown,
-51351645,-1958626671,73,86,no,
-50253390,-1417010857,,,no,
-49340637,1176462032,34,34,unknown,
-49110948,2036280593,,,no,
